Timestamp,instructions,l2_rqsts_miss
     0.010116964,12716652,192341
     0.020351432,9654066,201116
     0.030527722,15731622,210011
     0.040702667,16798327,205264
     0.050865888,12493066,160982
     0.061036634,15210198,222099
     0.071241630,15370808,186826
     0.081502384,16337532,188877
     0.091669959,17752487,154788
     0.101828081,16592205,157133
     0.111989621,16997215,158219
     0.122147584,17871267,150283
     0.132305357,17029641,145991
     0.142465838,16051196,173077
     0.152631066,18484434,260033
     0.162809173,19895934,102067
     0.173104215,25569096,140222
     0.183254039,10695702,180921
     0.193401458,9559323,377289
     0.203790392,24085600,478247
     0.214103337,28591629,560783
     0.224276453,28465777,626197
     0.234445899,29094575,573603
     0.244624812,29334491,614014
     0.254799381,28708832,572534
     0.265144715,32057222,505351
     0.275330548,30758255,534086
     0.285792814,27517575,521842
     0.295971530,28310265,455488
     0.306147400,35495938,449134
     0.316333168,37907266,427871
     0.326523222,31092699,540557
     0.336715093,31348291,507578
     0.346893556,35306559,488295
     0.357117914,33815542,405086
     0.367317638,27149551,583754
     0.377495280,29674653,632489
     0.387671964,35441979,699276
     0.397858670,36436589,526820
     0.408031241,47200924,203369
     0.418192321,41858228,284138
     0.428362835,32373597,509333
     0.438541748,29559312,518763
     0.448715062,30022111,558514
     0.459005965,26757680,433735
     0.469285869,29369693,476550
     0.479472713,36777891,438196
     0.489645146,40282603,300491
     0.499910204,42608409,326060
     0.510082173,24459948,510871
     0.520265945,25713822,535830
     0.530557532,28702778,543448
     0.540734201,29250941,534840
     0.550907649,29261154,479567
     0.561085493,36446044,430950
     0.571257540,34708717,391688
     0.581433316,33848959,471201
     0.591612781,53389005,217246
     0.601838852,32369749,248988
     0.612091550,28904903,372197
     0.622265666,35899761,407992
     0.632437611,38748876,436949
     0.642606699,38267252,425682
     0.652783628,50623549,264570
     0.662983140,49498014,252017
     0.673159834,38499104,434152
     0.683322720,38492851,507362
     0.693491070,33598860,678789
     0.703651777,28406212,742152
     0.713818737,32940404,648610
     0.724002919,38315908,533556
     0.734165211,33795320,668183
     0.744334902,30170610,766690
     0.754509847,31326590,556053
     0.764693161,34481568,417715
     0.774867639,33343429,429753
     0.785038427,36436591,442988
     0.796554657,33872614,506424
     0.809103580,23408530,530355
     0.819289056,23295189,289731
     0.829460094,36657593,361864
     0.839632234,44722014,306662
     0.849810717,44821464,338058
     0.859992559,38226580,473483
     0.870151158,36824384,465447
     0.880353253,36279065,449945
     0.890550079,41151504,302769
     0.900729670,31946345,283563
     0.910903655,38838830,297255
     0.921076053,41194259,318202
     0.931258257,43149918,315304
     0.941432930,41817305,306454
     0.951613694,39732933,313887
     0.961798739,38994055,305100
     0.971986684,33436038,373729
     0.982162135,23114716,372594
     0.992354520,7689469,113866
     1.002580489,<not counted>,<not counted>
     1.012781728,<not counted>,<not counted>
     1.022979244,<not counted>,<not counted>
     1.033143822,60105,6683
     1.043397760,<not counted>,<not counted>
     1.053648954,<not counted>,<not counted>
     1.063915645,<not counted>,<not counted>
     1.074868812,<not counted>,<not counted>
     1.085104328,<not counted>,<not counted>
     1.095361584,<not counted>,<not counted>
     1.105538493,<not counted>,<not counted>
     1.115751657,71302,7534
     1.126184845,115534,8288
     1.136456633,115037,8637
     1.146697489,<not counted>,<not counted>
     1.156921204,<not counted>,<not counted>
     1.167194151,<not counted>,<not counted>
     1.177395665,<not counted>,<not counted>
     1.187656332,<not counted>,<not counted>
     1.197874222,<not counted>,<not counted>
     1.208111142,65492,6852
     1.218309153,<not counted>,<not counted>
     1.228483091,<not counted>,<not counted>
     1.238699507,<not counted>,<not counted>
     1.248978631,<not counted>,<not counted>
     1.259261058,<not counted>,<not counted>
     1.269465032,<not counted>,<not counted>
     1.279701669,<not counted>,<not counted>
