Timestamp,instructions,l2_rqsts_miss
     0.100123222,146768373,2414875
     0.200339308,175064786,2491728
     0.300488103,164500276,2005524
     0.400636893,155014640,2281242
     0.500806682,192042595,2342528
     0.601482242,141194037,2678554
     0.701658067,168993746,1799336
     0.801831504,175851469,1523325
     0.902040062,19358897,412886
     1.002221492,116129,8681
     1.102418140,<not counted>,<not counted>
     1.202583943,<not counted>,<not counted>
     1.302735968,232641,9440
     1.402933020,8517749,106675
     1.503141210,<not counted>,<not counted>
     1.603309870,<not counted>,<not counted>
     1.703480261,<not counted>,<not counted>
     1.803618870,<not counted>,<not counted>
     1.904043406,<not counted>,<not counted>
     2.004211391,<not counted>,<not counted>
     2.104377811,<not counted>,<not counted>
     2.204539473,<not counted>,<not counted>
     2.304686296,<not counted>,<not counted>
     2.404863722,<not counted>,<not counted>
     2.505013478,3759059,93217
     2.605167964,8351428,162982
     2.705307555,<not counted>,<not counted>
     2.805460689,87704,6747
     2.905624814,<not counted>,<not counted>
     3.005778713,<not counted>,<not counted>
     3.105914849,8551389,107482
     3.206087318,<not counted>,<not counted>
     3.306284528,<not counted>,<not counted>
     3.406510640,<not counted>,<not counted>
     3.506717721,<not counted>,<not counted>
     3.606958298,<not counted>,<not counted>
     3.707142301,<not counted>,<not counted>
     3.807306606,84270352,724365
     3.907524267,195539953,1061104
     4.007801850,161244633,1817912
     4.107992635,178870267,1801593
     4.208154736,253201258,639099
     4.308330145,228005195,391623
     4.408484752,208953847,467148
     4.508638297,158285699,712441
     4.608805679,158504346,477036
     4.708968691,216881997,503118
     4.809135144,205467303,515232
     4.909306718,233971945,915497
     5.009545526,173389279,559060
     5.110215003,162928564,530118
     5.210848754,158579287,518386
     5.311029117,150443487,904803
     5.411217353,147684049,556165
     5.511378817,176661871,527247
     5.611541794,262296545,492162
     5.711918203,243358868,597122
     5.812091881,209540863,1456208
     5.912285131,222390221,512412
     6.012429404,261426423,469382
     6.112575509,224119057,507178
     6.212745235,206313228,548472
     6.312925075,239226724,913079
     6.413099454,188536105,820864
     6.513249923,211202592,854131
     6.613429969,182361956,1525642
     6.713625466,215987613,823674
     6.813814400,173162103,2539751
     6.914014599,133035655,1470553
     7.014174927,118909730,1517195
     7.114347509,114581878,1358677
     7.214499107,105184741,1525986
     7.314649198,128456535,1232133
     7.414801046,77508702,1640157
     7.514971960,76585328,1842646
     7.615145487,20156432,1416032
     7.715312456,67570866,1567989
     7.815479705,15825238,2313532
     7.915968645,98505379,2531303
     8.016143418,187937895,2525872
     8.116293871,192365384,1576425
     8.216576289,211545077,1593848
     8.316744597,191430230,1820178
     8.416932837,251943864,1383359
     8.517075925,158646868,2122795
     8.617225704,218260144,1127853
     8.717389547,184454500,2208840
     8.817543864,235541791,1107152
     8.917713546,137235282,1989604
     9.017894293,156406381,802674
     9.118062675,175867386,1739767
     9.218238665,204768632,1760464
     9.318417543,204990058,1763873
     9.418600400,226251832,1351291
     9.518783115,189283598,2057277
     9.618958740,258265944,1111130
     9.719127512,224408544,2136655
     9.819293734,221780281,1439807
     9.919449220,235619914,1833501
    10.019602124,220289420,2042674
    10.119823842,256693907,1083537
    10.219997263,186778655,2121164
    10.320193325,224853437,1049588
    10.420369363,205425102,1980760
    10.520545497,215219257,1265028
    10.620716836,204830833,1917200
    10.720897910,209490508,1404699
    10.821074841,224800479,1592090
    10.921255026,183793056,1740972
    11.021425303,233738487,1348226
    11.121594117,206422221,2148694
    11.221768330,215254888,1034200
    11.321937632,192678350,2183704
    11.422111951,235881839,1238540
    11.522302282,213650587,2299102
    11.622470133,229425500,1609345
    11.722621883,211379176,1609957
    11.822811291,165455846,1393425
    11.923041318,169449195,2066207
    12.023325853,211895140,1511052
    12.123501016,188870252,1918395
    12.223690198,218930430,1687454
    12.323855688,190414330,1472615
    12.424036982,189235550,1775937
    12.524213798,228236606,1615844
    12.624392698,161022137,1711106
    12.724574928,155469550,1405490
    12.824749501,214310743,1420769
    12.924926576,207147154,1783826
    13.025121437,196281293,1621573
    13.125313214,222762556,1574404
    13.225487896,149350475,1654626
    13.329684144,180167914,1671466
    13.429850760,156696547,1021192
    13.530021034,232480147,2139016
    13.630199785,207164111,1553667
    13.730367592,201610221,1714069
    13.830560731,220704781,1916240
    13.934179674,145299801,1131828
    14.034356638,130532885,1201877
    14.134529248,139496912,2339537
    14.234689210,207646094,1120386
    14.334855679,205056230,2099660
    14.435035720,246988027,1183436
    14.535183679,196361099,2013599
    14.635339601,205918504,1379410
    14.735497879,225334245,2092785
    14.835690524,221693195,1844865
    14.935858794,247569388,1392146
    15.036032121,223622135,2058249
    15.136192353,243580111,1293329
    15.236348139,217677189,2087099
    15.336514659,222245584,1821282
    15.436668210,254536233,1262838
    15.536819361,205209738,2166074
    15.636997275,216320845,1097285
    15.737162397,232980972,2260138
    15.837315970,231496424,1676403
    15.937488454,243586710,1526340
    16.037639350,219997307,2063594
    16.137797720,231843258,1136411
    16.237960284,224016815,2120109
    16.338127228,231643425,1539706
    16.438310595,251256038,1681733
    16.538477995,217458939,2132319
    16.638631995,252341711,1142389
    16.738793853,233067248,2137940
    16.838967025,226762148,1770504
    16.939137208,253223269,1405262
    17.039309826,231547110,2070928
    17.139481535,241116331,1412735
    17.239831143,238378155,1938272
    17.339975066,218705130,1961916
    17.440129798,258846950,1177920
    17.540313470,220555064,2197080
    17.640499048,238368466,1452227
    17.740647198,243689519,1803507
    17.840807323,214710122,2122312
    17.940978310,234211318,1072438
    18.041173010,221420333,2066229
    18.141357482,207361771,1218168
    18.241534405,224743387,2169238
    18.342132813,192200123,1291830
    18.442308575,172237052,1970786
    18.542484521,179265386,1146774
    18.642646538,160167857,2084384
    18.742808669,205292347,1050022
    18.842959890,121717066,2530594
    18.943149293,231889264,1032115
    19.043294908,205147550,2113614
    19.143460252,250098486,1023358
    19.243623080,229083713,2087504
    19.343816433,207323111,1597501
    19.444003317,233207671,1548997
    19.544158060,222554917,2017029
    19.644349858,254383154,1109005
    19.744528805,225014692,2178817
    19.844698240,229360680,1585691
    19.944852826,247888030,1553146
    20.045008638,203458154,2180469
    20.145177244,219359554,1054841
    20.245325456,137488643,2034847
    20.345454811,177103001,1160971
    20.445623585,151370487,1373307
    20.545799052,168961869,1666160
    20.645995909,181723747,1215893
    20.746164017,165053492,1980617
    20.846310080,191611100,1096896
    20.946495342,176018227,2244033
    21.046647152,248040078,1176355
    21.146819739,237592082,2090081
    21.246994681,220040051,1901867
    21.347178326,240661979,1336922
    21.447362999,227893317,2070643
    21.547536834,244950374,1352642
    21.647733408,229202600,2024805
    21.747907059,222667342,1921177
    21.848082224,259758283,1128854
    21.948261323,208545093,2271360
    22.048438687,244617870,1286242
    22.148609434,237369462,1993628
    22.248795735,209154777,2051340
    22.348954443,252969584,1159080
    22.449124568,227564495,2070088
    22.549275817,231245008,1522443
    22.649458727,223656958,1853724
    22.749629584,212298058,1961154
    22.849783296,248147210,1127405
    22.949954252,206269955,2162647
    23.050128235,244927955,1150371
    23.150346559,230702172,2076856
    23.250528602,218207378,1795649
    23.350699352,245962535,1409320
    23.450837704,209553278,1991007
    23.551004521,243940244,1188934
    23.651178540,223508233,2210167
    23.751330878,227234570,1708981
    23.851495285,254419335,1385302
    23.951918473,214191414,2154868
    24.052086299,248187680,1128527
    24.152254726,237590576,2089327
    24.252420052,223607561,1841336
    24.352576035,236395325,1328864
    24.452762887,227064621,2060823
    24.552940532,231047510,1130836
    24.653116073,225348909,2240074
    24.753297743,231549618,1745472
    24.853474492,254300609,1262554
    24.953644897,215168501,2222720
    25.053809233,253400638,1215858
    25.153982878,242553839,1991178
    25.254161999,216847040,2016813
    25.354337705,252202530,1188169
    25.454512703,233979310,2081018
    25.554684053,232409945,1533478
    25.654860838,238863966,1780967
    25.755068600,210369693,2119680
    25.855226735,189676373,1106702
    25.955407101,167867602,1886280
    26.055746299,175852205,1323308
    26.156061182,189170460,1600966
    26.256212853,244866774,1648235
    26.356380489,201794361,2100876
    26.456533929,256423251,1148462
    26.556699130,221816039,2210522
    26.656874111,224125345,1502325
    26.757043326,232745842,1742406
    26.857213582,216699376,2066146
    26.957372458,255323404,1128138
    27.057540526,224910253,2190542
    27.157705307,237074535,1495187
    27.257877338,245322999,1776728
    27.358048202,199819159,2103312
    27.458213960,260177599,1139852
    27.558393695,218989573,2111119
    27.658560483,225134605,1474631
    27.758712229,227969498,1815487
    27.858878569,222967572,2008294
    27.959049072,251403950,1110646
    28.059209103,217915147,2221312
    28.159397240,243531757,1332916
    28.259567869,241289630,1914568
    28.359749128,210093138,2071944
    28.459919552,257486229,1150336
    28.560111087,225388123,2184361
    28.660282870,229649464,1543828
    28.760451860,240557359,1795503
    28.860596512,220326671,2045029
    28.960756325,255035722,1167580
    29.060929618,228606582,2176448
    29.161094834,232645032,1713046
    29.261239695,253365228,1440098
    29.361385230,200003097,2251003
    29.461545979,254226067,1160030
    29.561723145,233843350,2174254
    29.661889165,209704100,1724205
