Timestamp,branches,branch-misses
     0.100123959,32818071,1293482
     0.200324559,51143861,1163305
     0.300488952,56192448,2458737
     0.400674144,76083019,2194692
     0.500864324,59473251,1856788
     0.601045090,43925050,1576875
     0.701499603,49338340,1353790
     0.801679847,65129228,1484346
     0.901869954,70067698,1910637
     1.002061110,87925808,1909341
     1.102225821,42544165,1326292
     1.202421485,46115,5041
     1.302581225,35422,3558
     1.402820264,11135,1233
     1.503052308,1784530,43157
     1.603295843,1834092,47361
     1.703642763,741025,42276
     1.803933783,11825,1360
     1.904203009,1833427,52909
     2.004474580,53870,10128
     2.104685458,<not counted>,<not counted>
     2.204889290,11136,1252
     2.305097489,1761741,43841
     2.405370350,11202,1267
     2.505622410,<not counted>,<not counted>
     2.605823871,27158508,311543
     2.705979572,58237579,471853
     2.806161825,50579167,868496
     2.906352251,54989566,333291
     3.006524561,55166220,195020
     3.106682260,44957447,187271
     3.206868187,43627312,228132
     3.307076620,56606895,210060
     3.407236462,90877766,558238
     3.507422064,97598067,622496
     3.607592456,107403762,1102826
     3.707763496,110043292,419487
     3.807942083,101614717,466225
     3.908130065,108267713,372057
     4.008314949,109397678,411893
     4.108491729,100426244,396832
     4.208674714,102758863,590385
     4.308855992,106554415,465739
     4.409038352,109709752,350635
     4.509236140,98972850,454748
     4.609422845,108969537,337237
     4.709609302,95920249,357105
     4.809791439,97435644,372597
     4.909983662,85029724,679576
     5.010169990,98050156,316113
     5.110372514,94532657,437814
     5.210567140,90014069,628034
     5.310755114,76181504,556515
     5.410942220,72889852,509705
     5.511117154,67042010,521711
     5.611301881,66850810,539678
     5.711465213,60910685,379394
     5.811650835,56985666,409572
     5.911839415,42541183,519568
     6.012022983,36909154,582169
     6.112239663,40163079,625828
     6.212631762,69638994,1266414
     6.312832964,69837902,933075
     6.413031855,61741973,716670
     6.513489400,66757184,584229
     6.613672811,61573113,574866
     6.713999088,64288341,616399
     6.814182286,68729386,836947
     6.914364225,94334570,1580736
     7.014549066,107923636,1008349
     7.114726117,101012466,976302
     7.214908719,103855953,912935
     7.315322957,106186787,925755
     7.415507198,88369158,824123
     7.515688532,108862948,835846
     7.616043492,88503384,1065969
     7.716218075,107633120,749546
     7.816395028,92987509,995721
     7.916582618,113582837,644611
     8.016764509,92124804,1146302
     8.116949833,109952676,727205
     8.217139574,112407586,1011277
     8.317539275,92616315,939897
     8.417725190,110617386,894387
     8.517907570,96879165,926733
     8.618087282,113886714,800459
     8.718268908,93293294,1089655
     8.818447437,112579083,771539
     8.918645051,103870939,951422
     9.018863829,100639197,915099
     9.119051849,112112585,936080
     9.219248984,99630913,938084
     9.319450034,119597307,807932
     9.419654605,94919652,1126748
     9.519867002,109709880,767164
     9.620063086,112087894,922656
     9.721003680,97001584,1018061
     9.821182136,112516370,844335
     9.921386487,101473668,963096
