Timestamp,instructions,L1-dcache-load-misses
     0.100124864,148208522,2532427
     0.200348117,166594635,2649170
     0.300520108,136559139,2370630
     0.400691481,95424541,2100846
     0.500854733,128952432,1938233
     0.601013205,114734785,2116891
     0.701229743,119111949,2419414
     0.801395911,157790464,2472216
     0.901549225,192741460,1958883
     1.001695860,52120416,702609
     1.101849245,219346,7380
     1.202080080,<not counted>,<not counted>
     1.302318375,122229,3899
     1.402498978,<not counted>,<not counted>
     1.502729821,<not counted>,<not counted>
     1.602895089,8673395,129303
     1.703090539,<not counted>,<not counted>
     1.803289293,11987913,181483
     1.903523302,90518,3689
     2.003736356,<not counted>,<not counted>
     2.103961723,<not counted>,<not counted>
     2.204185727,8534217,90969
     2.304426730,<not counted>,<not counted>
     2.404584474,147195718,678508
     2.504748729,234293753,1902826
     2.604930735,199483327,2115679
     2.705111219,260826805,1407229
     2.805266948,262244962,1159876
     2.905430281,263251591,1317682
     3.005614988,246197955,1305403
     3.105761502,247206772,1397036
     3.205932782,265821529,1220770
     3.306097489,239030789,1367513
     3.406285102,261952680,1179649
     3.506460917,229153742,1331525
     3.606614410,241378904,1578865
     3.706771424,254080038,1259031
     3.806938350,232401246,1407381
     3.907113061,181529213,2025649
     4.007285405,234839703,1307813
     4.107453703,228340432,1414338
     4.207839622,233747750,1370756
     4.307976646,251121064,1308831
     4.408128651,259012082,1342419
     4.508292244,224513712,1507872
     4.608450407,227727503,967619
     4.708598145,179281725,1447912
     4.808782294,188411233,970141
     4.908962364,226203013,1186201
     5.009362506,157904735,3280034
     5.109519701,108129412,1528094
     5.209670365,117314918,1498149
     5.309811858,80971158,1723677
     5.409967994,103789971,1442601
     5.510113586,92181446,1198023
     5.610295300,76744470,1709765
     5.710465960,74724991,2022276
     5.810630776,23995200,1664240
     5.910802534,61087882,1804081
     6.010980472,16920346,2903384
     6.111420922,80319709,2738149
     6.211929805,165388704,1969099
     6.312099571,115500325,2648995
     6.412543099,130765348,2304562
     6.512758609,143807717,1716839
     6.612929991,151711907,2377839
     6.713095735,125241078,1853731
     6.813268685,142984926,1330769
     6.913423472,134442902,2253543
     7.013591387,126799937,2037053
     7.113768783,189915470,1469781
     7.213941119,157493659,2007912
     7.314116114,164422732,1547350
     7.414265556,171530793,2006465
     7.514597853,119083800,1951353
     7.614762254,156063174,1482226
     7.714940335,175849644,2030638
     7.815108448,145717087,1640367
     7.915293163,152840014,2304729
     8.015454076,132634773,2222332
     8.115727463,181134951,1387084
     8.215899420,194654047,2256108
     8.316063992,243340742,1537811
     8.416241192,181627518,2094862
     8.516409737,179227366,1354339
     8.616588824,191807381,2082917
     8.716737853,248313061,1683025
     8.816882994,194130280,1949204
     8.917072310,201760837,1870161
     9.017222523,148651180,2156533
     9.117417995,193907800,1708704
     9.217569447,188180393,2442808
     9.317713986,243971217,1739764
     9.417865597,224274673,1960911
     9.518019914,241878212,2025014
     9.618168958,225706711,1869954
     9.718330615,203761737,2297071
     9.818545124,244834417,1842607
     9.918769234,203514293,2081562
    10.018955236,208824841,1891336
    10.119249696,193179839,1894817
    10.219401783,244445362,1895497
    10.319564624,223273730,1893900
    10.419902093,202027098,2209648
    10.520060374,238268726,1708251
    10.620219511,212909446,2321903
    10.720387571,237643102,1857596
    10.820536730,223716897,1811375
    10.920702472,228270425,2134788
    11.020870402,241944267,1902350
    11.121047124,208275437,2256088
    11.221212375,256285672,1846863
    11.321361746,232545546,1938770
    11.421527582,216661606,2195927
    11.521690929,173105860,1566781
    11.621861217,199484096,2119777
    11.722032934,235045939,1889086
    11.822201928,206315748,2280188
    11.922366368,253835327,1821989
    12.022519300,223244694,1956783
    12.122664163,233536052,2083607
    12.222808544,226457157,1788817
    12.322951347,193474906,2288405
    12.423108760,230756384,1730459
    12.523282019,186699330,2207812
    12.623447766,210043651,1522116
    12.723860980,161069468,2319693
    12.824017979,172187205,1495376
    12.924205545,159784535,2140123
    13.024384484,161163522,1838873
    13.124571112,225527494,1981430
    13.224752348,233138108,1859043
    13.324925330,137905079,2172549
    13.425100416,154399722,1851382
    13.525275500,187259400,1963246
    13.625450920,157297355,2062876
    13.725634556,201411646,1877252
    13.825813274,214385573,2075435
    13.925991657,238129021,1873175
    14.026163047,197974186,1775718
    14.126337363,201741616,2123858
    14.226515646,200090534,1739979
    14.326692341,209991291,2096325
    14.426872969,230843005,1839889
    14.527052165,194888260,2229088
    14.627237642,235177584,1754050
    14.727398456,188288357,2211585
    14.827555514,218032824,1769326
    14.927971871,212760414,1964085
    15.028132917,215751047,1913547
    15.128286350,207611613,1797055
    15.228429720,205462889,2090537
    15.328583389,209032205,1736893
    15.428728157,183279820,2072913
    15.528908004,171618877,1718207
    15.629098439,224086308,2141487
    15.729271596,238668735,1743193
    15.829435297,201467966,2358388
    15.929607352,191015625,1483896
    16.029794676,190018040,2168140
    16.129964428,221167845,1678476
    16.230140941,193041735,2239469
    16.330291516,203138970,1777531
    16.430460686,191644057,2072848
    16.530630581,241879220,1880754
    16.630801014,222992170,1869453
    16.730977308,226119345,2198238
    16.831157438,246535977,1738871
    16.931337338,221278101,2242812
    17.031510857,231392173,1910346
    17.131738485,214339565,1808216
    17.231885292,235226739,2085834
    17.332070888,214966403,1757832
    17.432245711,214440342,2313252
    17.532426955,247399792,1822356
    17.632598490,138823113,2380796
    17.732777082,205610987,1770321
    17.832960812,171906023,2279254
    17.933152899,176857378,1557618
    18.033340866,143849580,2270738
    18.133511458,104755366,1837052
    18.233683658,167812151,1636378
    18.333855514,198519275,2242938
    18.434021678,219639019,1564679
    18.534190308,221734006,2281676
    18.634338624,230168480,1830349
    18.734606705,219053039,1838270
    18.834783117,222728266,1950937
    18.934937161,234354039,1943826
    19.035109391,211870915,2253294
    19.135278333,250334685,1787541
    19.235420972,225151521,1925197
    19.335563964,198979995,2174093
    19.436013404,170626567,1824968
    19.536205670,206613867,2023686
    19.636400873,200823755,1769575
    19.736552742,226783055,2204252
    19.836757800,197094406,1681491
    19.936933193,200577594,2119352
    20.037108441,215385364,1733105
    20.137297403,207608891,2253257
    20.237477531,212930753,1624041
    20.337628608,155249814,2598424
    20.437787469,220732804,1587980
    20.537950032,191011677,2220318
    20.638131428,232240726,1653895
    20.738298467,229156500,2074316
    20.838438354,228112942,1980152
    20.938592905,190997546,1704774
    21.038748469,212064755,2073531
    21.138903930,199331590,1833555
    21.239079701,163500139,2159349
    21.339232605,205775124,1780641
    21.439396539,187422243,2120828
    21.539610051,202505793,1894839
    21.639883997,218311865,2219145
    21.740045518,242614005,1715406
    21.840217339,201387113,2306039
    21.940386962,252308869,1801957
    22.040555543,225716664,1824305
    22.140722960,219577296,2095869
    22.240873632,240338586,1962000
    22.341053251,209049540,2314718
    22.441223199,252438648,1742066
    22.541392095,229012574,1897131
    22.641560485,229592140,2177517
    22.741738232,239413115,1753176
    22.841906785,213020254,2398657
    22.942073671,251240569,1799352
    23.042227960,207163783,1894989
    23.142394080,240635078,1931250
    23.242569392,237405408,1929757
    23.342713165,195875434,2159585
    23.442880802,242970495,1741866
    23.543020141,223504037,2123248
    23.643188476,241616546,1997838
    23.743355826,228436514,1835333
    23.843509931,220125357,2317487
    23.943690770,242204220,1784812
    24.043860864,212733795,2135663
    24.144021696,247285900,1880412
    24.244171467,236518208,1894318
    24.344320496,209065982,2182446
    24.444477178,237575059,1693377
    24.544632959,223096429,2193567
    24.644783832,245736451,1886523
    24.744961505,223597123,1854599
    24.845131206,223839174,2235068
    24.945310602,249513606,1817572
    25.045481942,213741664,2163886
    25.145651269,248839511,1859743
    25.245822626,226699362,1845063
    25.345992303,210305704,2190358
    25.446218749,231246308,1694186
    25.546407437,202639495,2338567
    25.646579157,244766128,1780967
    25.746733739,216630505,1960760
    25.846890830,233388241,1937196
    25.947082416,197108860,1798300
    26.047257476,187960827,1999529
    26.147431249,200666735,1711917
    26.247797340,221260705,2176632
    26.347958970,222786219,1696046
    26.448134478,191826625,2172657
    26.548278307,226208058,1632609
    26.648456033,211155297,2211690
    26.748644637,233278997,1904639
    26.848808976,215663671,1779818
    26.948964106,234585987,2053732
    27.049138379,229986267,1839846
    27.149293366,200808633,2176172
    27.249458968,224780604,1691153
    27.349620012,203522356,2265719
    27.449775235,241766058,1811798
    27.549944487,220869513,1792364
    27.650116595,230068448,2202576
    27.750286957,235120561,1845845
    27.850476357,191216031,2255874
    27.950629780,225372754,1692990
    28.050806108,181330728,2303685
    28.150957259,234222832,1700920
    28.251140074,190274405,1978638
    28.351311376,244344478,1812322
    28.451473963,232479866,1870531
    28.551628111,214721151,2225905
    28.651792835,246946411,1726996
    28.751966219,221634854,2127622
    28.852146131,236640198,1849494
    28.952315948,220816858,1844445
    29.052490773,222200903,2205435
    29.152679649,240808619,1759802
    29.252854498,201329859,2177318
    29.353032293,253553243,1794398
    29.453198312,224180197,1870063
    29.553370033,225349689,2148682
    29.653546073,242189828,1725785
    29.753721970,207404817,2277360
    29.853900731,212366600,2245735
    29.954079529,175835954,2146448
    30.054252076,188524750,1496887
    30.154407759,185343383,2363718
    30.254598135,221791691,1659301
    30.354805434,170848567,2162996
    30.454969755,218342542,1678212
    30.555137612,200521236,2308460
    30.655295563,240753806,1819457
    30.755465218,217765116,1856477
    30.855711698,175297092,1876266
    30.955885563,124704450,1851555
    31.056066743,216099072,1683800
    31.156254752,153113082,2021610
    31.256425593,187327182,1590995
    31.356593845,186573360,2263561
    31.456769777,237606447,1736073
    31.556926830,135367099,1895387
    31.657118922,209011293,1676541
    31.757290329,212651404,2450706
    31.857446448,250314957,1849745
    31.957596173,206584326,1924480
    32.057756515,239893464,1969161
    32.157928969,233896775,1868762
    32.258099380,209469247,2308991
    32.358284215,247143052,1785923
