Timestamp,instructions,LLC-load-misses
     1.000139927,1322281533,1195974
     2.000446526,8662745,16225
     3.000630574,290252683,168040
     4.000805649,2444643871,2041656
     5.000994660,2488030381,2668851
     6.001153796,1534073707,9344296
     7.001329961,1501808723,7532471
     8.001512255,2268053293,689635
     9.001667298,2251692322,791591
    10.001867693,2219185601,931454
    11.002020767,2187151667,838499
    12.002195888,2245938231,808700
    13.002356549,2258103813,842376
    14.002538751,2226520190,856770
    15.002714293,2234753524,920717
    16.002883706,2238307108,839508
    17.003056278,2240797771,1206258
    18.003202645,2228766621,711314
    19.003369332,2252692651,724765
    20.003685356,2228833309,740166
    21.003869887,2237712844,716695
    22.004038645,2218945663,853038
    23.004178286,2229206675,875580
    24.004366972,2256683348,849051
    25.004549957,2233755087,850828
    26.004727528,2215340741,888911
    27.004900959,2246983887,873406
    28.005084295,2237163313,806776
    29.005263138,2226499607,1234124
    30.005439113,2255646961,704486
    31.005616269,2251637742,768399
    32.005789819,2216843699,831611
    33.005969723,2175532067,888687
    34.006153978,2231577899,826259
    35.006328502,2262305055,879617
    36.006506602,2217820629,873508
    37.006681401,2238393774,782076
    38.006868686,2186862208,860799
    39.007044757,2227175093,864793
    40.007233108,2242205634,884085
    41.007405502,2229295487,1206830
    42.007624860,2174394384,779619
    43.007807491,2240013671,743976
    44.007996603,2252408417,812160
    45.008163233,2255743839,883111
    46.008324120,2224757246,839194
    47.008471208,2271676023,750864
    48.008656099,2205865445,833050
    49.008834728,2260094720,842366
    50.009005842,2245029291,870735
    51.009182100,2339016503,821438
    52.009352488,2373081828,793998
    53.009516380,2268849288,1311533
    54.009690619,2369151218,689986
    55.009866642,2370006795,752459
    56.010040339,2380206303,765250
    57.010203075,2289241614,791417
    58.010383323,2384073834,787083
    59.010556739,2369579475,822332
    60.010728693,2341743345,828063
    61.010911019,2381994855,810818
    62.011090968,2314285276,864983
    63.011254387,2337458223,839145
    64.011450556,2306736826,846714
    65.011649377,2322497532,1274939
    66.011837948,2347358490,734408
    67.012031591,2369660592,735803
    68.012239050,2334827071,781291
    69.012424046,2112104464,774616
    70.012591671,2286851457,749853
    71.012792704,2303409912,781402
    72.013022023,2199868934,898834
    73.013218434,2343038155,850812
    74.013404133,2292430285,927404
    75.013602347,2323554993,899472
    76.013781790,2343137934,1371622
    77.013947264,2366949410,693279
    78.014117406,2350050735,737140
    79.014321899,2324506667,815396
    80.014512252,2369466459,787496
    81.014685432,2339328930,786873
    82.014859034,2305926032,850732
    83.015026869,2369229545,793080
    84.015198670,2373813172,787437
    85.015372870,2336971582,766677
    86.015532627,2298924884,1015582
    87.015692991,2297764028,1025688
    88.015851873,2297932488,1297319
    89.016023810,2332772540,876099
    90.016190030,2306716790,736158
    91.016371696,2309045718,773792
    92.016542907,2357050364,749854
    93.016715331,2317944472,844097
    94.016887965,2351694970,845754
    95.017045696,2328495960,816276
    96.017243719,2347941283,860403
    97.017418906,2319612524,908489
    98.017598928,2339414493,987598
    99.017774298,2231619556,3059223
   100.017936772,2358867847,648593
   101.018141320,2329129329,1013964
   102.018313244,2317466733,971933
   103.018482816,2303565164,1285989
   104.018657644,2315069899,1259495
   105.018828630,2315356688,915510
   106.018975749,2302602298,809199
   107.019159171,2326614741,823274
   108.019333146,2304380629,910229
   109.019514778,2330758957,835756
   110.019692131,2357121865,825101
   111.019870073,2291743412,1270447
   112.020031089,2351230800,695891
   113.020212500,2344964249,975686
   114.020373270,2337159342,841474
   115.020544862,2348706491,785206
   116.020716848,2325590853,1091085
   117.020892066,2335954870,1075958
   118.021066450,2344583124,911359
   119.021236494,2306072115,890852
   120.021413742,2340294553,947677
   121.021591956,2270580644,1156777
   122.021773243,2308496390,857633
   123.021947787,2332616405,1282967
   124.022118233,2318830166,1092341
   125.022290868,2308897356,1253287
   126.022462718,2276583538,1071271
   127.022631816,2319869814,1112765
   128.022804155,2352544153,823724
   129.022977888,2302217097,844647
   130.023148609,2287095991,965757
   131.023323931,2291114685,1005500
   132.023685401,2352676935,900738
   133.023846638,2326103395,988215
   134.024021564,2315222267,1423395
   135.024177612,2327364564,723154
   136.024318296,2345944438,1086354
   137.024491087,2300665933,1237251
   138.024663564,2298107628,1240693
   139.024831726,2247846754,1375139
   140.024984481,2305880525,1165224
   141.025136908,2290480976,1277323
   142.025304991,2296140944,1157067
   143.025463040,2251842477,1264544
   144.025646588,2252186091,1074295
   145.025825379,2357911975,810473
   146.026005769,2233386743,1383929
   147.026183600,2372613992,692607
   148.026372597,2305446402,737462
   149.026558713,2306858773,901851
   150.026735858,2331168262,1161724
   151.026909238,2335614444,1209103
   152.027086663,2319423928,1259506
   153.027262014,2315310537,1190276
   154.027449504,2314181529,872252
   155.027673176,2208186149,1081497
   156.027861889,2103743648,1594064
   157.028048968,2021499896,1557234
   158.028204371,2323187294,1299717
   159.028357110,2359270505,838758
   160.028547388,2326796212,1119503
   161.028727372,2347514098,914455
   162.028898068,2319191804,1031421
   163.029066412,2356113097,778188
   164.029233130,2324934476,1024775
   165.029399121,2296287726,1142188
   166.029567668,2264977572,883586
   167.029748109,2178140059,1319181
   168.029921744,2229008920,1254888
   169.030091303,2285635758,909155
   170.030266402,2265488598,1298532
   171.030441146,2306621365,920779
   172.030617126,2283816990,1157688
   173.030784598,2228633374,1257876
   174.030961306,2267418693,1213158
   175.031116566,2287027291,1213626
   176.031286817,2259429573,1122859
   177.031474307,2284146318,867860
   178.031638864,2288933742,987684
   179.031833463,2274419978,1258409
   179.534963670,693585134,8647302
