Timestamp,instructions,cycles
     0.100119244,145918309,125521638
     0.200323439,179058680,144952139
     0.300500543,274691616,268084683
     0.400678474,335301706,262475915
     0.500864987,333504493,259502640
     0.601129081,300157006,256668726
     0.701311949,395905994,257004859
     0.801492818,333677995,256820208
     0.901673981,389844009,256184667
     1.001920480,287629168,195332075
     1.102100275,60509,183645
     1.202279470,293588,847396
     1.302517915,60491,206394
     1.402745588,60666,209753
     1.502965302,17658076,13199316
     1.603297846,280761,976881
     1.703526313,12263983,11767110
     1.803784020,85772,338081
     1.904049699,60622,175293
     2.004320314,60415,201904
     2.104538089,12793012,10582465
     2.204707779,59976,193096
     2.304883122,165634306,88995888
     2.405157935,235624974,125664401
     2.505334508,204579758,124729888
     2.605527876,257265913,125522957
     2.705697450,265982784,136961627
     2.805871303,262766676,136441943
     2.906035022,331715309,256501016
     3.006212694,486160110,255562216
     3.106394737,460353533,256396364
     3.206577594,514744501,257055704
     3.306771029,528665528,256706579
     3.406952249,491339262,256783713
     3.507128337,478862004,255844153
     3.607303083,495327382,255639221
     3.707482781,505689850,256653860
     3.808299557,525514298,258241637
     3.908474566,500303340,257454344
     4.008653022,432769292,256040735
     4.108833217,415781711,254543579
     4.209054825,511196104,257164166
     4.309226691,505456132,256692656
     4.409388940,444119700,256022064
     4.509569404,485405209,256184705
     4.609759423,468513681,255757865
     4.710310026,465008923,256797716
     4.810498878,487311240,256669191
     4.910681562,388544423,256014527
     5.010860801,351191267,255966271
     5.111033855,362446591,255878011
     5.211212108,309632286,257181339
     5.311389751,353919386,256741386
     5.411572839,278235335,255808112
     5.511755262,231658855,255741023
     5.611924668,174824770,255711573
     5.712097780,166308685,257027669
     5.812272145,163250644,256552833
     5.912467888,235424565,257722315
     6.012656609,278976766,260420101
     6.112837911,249534123,260368169
     6.213034649,318141280,260477417
     6.313223457,249487710,260740853
     6.413414662,442822718,260485948
     6.513603343,405882479,260186799
     6.613791545,417932678,260478447
     6.713991658,468526578,260509283
     6.814179104,461988145,260476431
     6.914371910,450608090,260702060
     7.014577602,470823330,260522838
     7.114764637,421548062,260372955
     7.214948591,468832160,260467988
     7.315131232,449277506,260463888
     7.415313072,426529441,260461456
     7.515496671,480636366,260730599
     7.615686744,445801127,260482787
     7.715875566,412895525,260333021
     7.816060742,456172708,260470299
     7.916249457,451500151,260420681
     8.016445934,459479795,260499289
     8.116633296,447297280,260426420
     8.216815108,455729164,260462531
     8.316982900,411660703,260555580
     8.417180358,428198364,260501065
     8.517372094,460357495,260487948
     8.617558868,446653520,260475010
     8.718232014,414860915,261262942
     8.818419902,427230244,260476732
     8.918613994,439832675,260315147
     9.018803720,458442328,260445532
     9.118991411,449660602,260747452
     9.219183519,450351767,260487909
     9.319373657,459118293,260483824
     9.419565074,453149664,260486142
     9.519780122,442044899,260448046
     9.620231332,457373695,261162495
     9.720415777,452492219,260467275
     9.820601946,421372042,260473770
     9.920783000,439049932,260703042
    10.021232084,460412343,261125556
    10.121604833,435688855,260760840
    10.221785565,465194522,260458859
    10.321971907,451286476,260386361
    10.422159707,452651768,260478272
    10.522343385,451082107,260466004
    10.622531551,465865559,260478239
    10.722721558,437069044,260337597
    10.822911360,458578839,260482714
    10.923106593,362850222,260690735
    11.024153398,342156877,262710503
    11.124337680,314237191,257960646
    11.224519275,252752719,260204558
    11.325043303,411746471,257678131
    11.425216580,473958574,256952219
    11.525401336,452117251,255694960
    11.625863841,409057462,256233253
    11.726039929,479124760,255386253
    11.826222996,416536342,255370831
    11.926406383,461098182,253846810
    12.026579860,408454946,256104203
    12.126756703,467586954,256730364
    12.226942010,463410358,255703391
    12.327125790,426552014,256243783
    12.427318295,455410886,256665144
    12.527500169,453106135,256598628
    12.627709560,445283974,256074989
    12.727898241,451491360,256320608
    12.828089429,472223533,255730689
    12.928271323,441168371,255828820
    13.028459993,443701525,256465530
    13.128634481,436387334,256483601
    13.228810830,473022618,256536130
    13.329096462,428665440,256431480
    13.429282871,448158268,256506123
    13.529471762,470262871,256529553
    13.629666681,425976099,255803683
    13.729920100,431824287,255645233
    13.830178963,401029237,255784017
    13.930437810,487351971,256321638
    14.030619952,440987194,256044584
    14.130805355,448520219,256849438
    14.230987197,465384687,256616896
    14.331181305,423903986,255901349
    14.431363129,480316916,256495900
    14.531545139,419041363,256852728
    14.631738273,461317814,256145464
    14.731921410,442375731,255827559
    14.832104989,437925435,255864752
    14.932295073,467968247,255563066
    15.032489255,415904030,256255444
    15.132668837,486956603,256493678
    15.232859194,415329674,257334288
    15.333175985,452537135,255643297
    15.433360455,432473160,256497764
    15.533557806,438081022,256939625
    15.633747337,453616048,255849586
    15.733953517,433171713,256076043
    15.834148694,470697063,255745824
    15.934333564,417273945,255429825
    16.034525904,454823593,256284160
    16.135222202,450716205,257152286
    16.235410444,405665631,257036986
    16.335655828,459772547,256183709
    16.435937119,395487707,256273371
    16.536130602,459794879,256518696
    16.636317101,436264731,256266821
    16.736510456,428267359,255907726
    16.836697566,441060907,256048000
    16.936877137,429824605,255409140
    17.037139950,438842807,255705284
    17.137318059,442610263,256233187
    17.237494701,432691911,256792092
    17.337683160,489390402,256441940
    17.437875796,394716538,255976561
    17.538057018,476921651,256596994
    17.638242922,431620085,256534380
    17.738433755,436242822,256032836
    17.838630349,449993848,255835719
    17.938820581,435732622,255674960
    18.039291271,464900258,256539209
    18.139471728,412767981,255929074
    18.239660334,443783096,256298834
    18.339851561,459557412,256644366
    18.440086845,437965744,255597102
    18.540281876,437149927,256301348
    18.640469770,464849457,256808228
    18.740659652,424029736,256198106
    18.840869758,472667512,256282095
    18.941183474,420336414,255713360
    19.041366018,426874866,255463784
    19.141550173,415091870,255761696
    19.241734646,444591649,256582863
    19.341918279,467369241,257089825
    19.442104696,393221928,255457159
    19.542296485,486316324,257082126
    19.642485145,414458707,256492794
    19.742685309,461218699,256185440
    19.842876417,445473184,255871319
    19.943066339,440838015,255459826
    20.043239648,464990293,255577610
    20.143426444,426926523,256057950
    20.243610655,475477342,255880391
    20.343801935,434924325,256662199
    20.443992090,449587995,255939639
    20.544184291,473308810,255967493
    20.644374892,450402206,256520721
    20.744569629,442552587,256744104
    20.844749856,453744996,255997986
    20.945076943,432325531,256378981
    21.045245965,465481438,255562833
    21.145427869,449322067,255671098
    21.245613441,452414169,256335368
    21.345981988,473350211,257170602
    21.446160183,404803140,256322570
    21.546333406,478388408,256517334
    21.646517231,447342139,256683954
    21.747258282,444383128,258180960
    21.847441646,454838074,255951135
    21.947641674,421076466,255847886
    22.047829256,492049518,255926642
    22.148016139,417472644,255697459
    22.248208945,477930417,256149575
    22.348399242,444934720,256456544
    22.448587011,409218295,256804316
    22.548776023,447585698,255572060
    22.649210082,405408766,256770999
    22.749396245,487297723,257031582
    22.849581382,408783287,255925238
    22.949759271,458009359,256109739
    23.049942433,445250252,255518358
    23.150126328,424921248,255573254
    23.250313659,460353695,255793892
    23.350495494,435263654,256455327
    23.450685031,474715952,257074109
    23.550866810,420807503,255369885
    23.651048547,444257690,256937127
    23.751229057,465559781,256685456
    23.851538263,435229683,256523038
    23.951723778,448626861,256019849
    24.051995396,451110148,255789542
    24.152176728,430659249,255349120
    24.252369844,450616174,255741402
    24.352551907,463393720,256038280
    24.452731686,446249063,256289775
    24.553192712,464613903,255961453
    24.653378873,423926221,256202907
    24.753565164,479690370,256613800
    24.853748915,426075390,256532292
