Timestamp,instructions,l2_rqsts_miss
     0.100111745,137548530,1791427
     0.200441725,153751874,1736295
     0.300639293,300503378,6766323
     0.401570624,386021199,7200959
     0.501890314,369729464,7114939
     0.603411161,428795349,6815662
     0.703818548,346566994,6370040
     0.805465179,371694805,6554065
     0.907143598,429029965,5376245
     1.007458944,461961425,5487512
     1.109644549,399017457,8755299
     1.227901875,425942206,9371968
     1.328219069,445640869,6071071
     1.429679418,457270099,5572489
     1.530069174,418618259,4393050
     1.630320389,106757656,1078495
     1.730586514,60255,6526
     1.830787556,482192,52224
     1.931052519,60528,6708
     2.031284494,60532,6554
     2.131542790,<not counted>,<not counted>
     2.231750028,60614,6141
     2.331928987,35397322,335661
     2.432098259,416927,42051
     2.532295902,277400,16261
     2.632474839,63893,6335
     2.732741420,<not counted>,<not counted>
     2.832958365,12221419,209416
     2.933246355,<not counted>,<not counted>
     3.033491178,10577332,247261
     3.133700120,61512,6560
     3.233888644,11673532,251559
     3.334054799,13857353,265625
     3.434272240,9200167,117544
     3.534553272,<not counted>,<not counted>
     3.634775403,<not counted>,<not counted>
     3.734987946,26454119,320327
     3.835180641,<not counted>,<not counted>
     3.935364375,442636530,2461283
     4.035555411,453398897,3634014
     4.135752324,447373964,4170585
     4.237275774,517443024,2155456
     4.338742511,529587914,2652610
     4.439802281,531551564,3875627
     4.541144365,527168214,2768308
     4.641456983,502371902,3032614
     4.741769296,530846397,2983977
     4.843128726,486223305,1922680
     4.943431798,532479085,1243140
     5.043711999,520935284,1779153
     5.144388469,515399731,1463089
     5.244678581,521216015,1599057
     5.344999824,522954394,1753446
     5.446543877,504158365,1503387
     5.548747172,517694833,1367030
     5.649050996,529676848,1172331
     5.752101148,513307233,2563022
     5.852706820,524652314,1391249
     5.952889574,526996870,1610800
     6.053168018,507234830,1187859
     6.153501765,521405982,1627300
     6.255370011,505634284,1948221
     6.355718208,538182496,1194372
     6.457257750,526045405,1748849
     6.557617217,505597505,2089724
     6.660487359,494575309,1844799
     6.760781996,538129617,1161550
     6.862339845,531667988,1204068
     6.962678208,520446468,2035385
     7.063092787,536233495,1167635
     7.163496872,534788225,1191174
     7.266338460,511687956,1255778
     7.367686193,484831516,2058826
     7.468738386,547389671,1735946
     7.569813700,535709083,2567290
     7.671126284,491287112,1741400
     7.772717561,518635567,1613358
     7.874203564,490416619,2316127
     7.975820533,557901261,2758292
     8.076493282,526569054,2404683
     8.177681686,538349181,2073256
     8.278995058,506382540,3042581
     8.379299782,484883652,4771317
     8.480872964,433788370,4257200
     8.582050002,386605192,3043097
     8.682359992,439942047,3063937
     8.782659559,347157111,5703884
     8.883830140,342498895,3649955
     8.984766819,387325653,3584263
     9.085700428,384277429,3278121
     9.187257727,304424733,5201105
     9.287565286,310173141,6212233
     9.389035283,286496507,4896463
     9.490494453,242779422,4947074
     9.591975777,236157075,5830162
     9.692319114,139376887,6431557
     9.792640537,287707678,6822295
     9.894085002,402336788,4979238
     9.994404558,278597207,6882616
    10.095986216,386482600,6659609
    10.197614129,456914828,5869950
    10.299201120,398516221,6281180
    10.401358870,394811666,5221991
    10.501679123,388212808,6758088
    10.602003009,435797073,5402739
    10.702214370,455190924,5138446
    10.802543449,457031766,6525931
    10.904670167,513953392,4552228
    11.005656800,485408431,3848240
    11.107181900,439026410,7425649
    11.207518532,557846006,3629563
    11.309093210,484258845,4027304
    11.410760829,437408199,7307650
    11.512305813,558780550,3798524
    11.613323591,486561233,3634572
    11.714771899,435057537,6965614
    11.815375790,534086072,4075451
    11.915672169,492855430,3813563
    12.015960279,424504355,6791075
    12.117426955,396599271,8020010
    12.219282364,397092225,7433740
    12.320793132,346187960,9548449
    12.421105540,327128354,8720777
    12.521288335,265058148,7213355
    12.621491384,290994182,6764704
    12.721674613,249290404,2079754
    12.821852955,92370345,4044189
