Timestamp,instructions,l2_rqsts_miss
     0.010113700,12820139,175591
     0.020444842,10050929,173156
     0.030652568,14004879,192750
     0.040962058,13016949,191425
     0.051107750,14987431,183946
     0.061270400,14871000,209281
     0.071430516,14454185,215569
     0.081563883,15608657,181286
     0.091699339,15630293,148777
     0.101860163,18516392,138472
     0.112004915,17207063,144314
     0.122146883,16381300,161659
     0.132295028,16702534,151288
     0.142446473,15637505,151505
     0.152595191,14395925,187315
     0.162765421,18150358,244382
     0.172912656,21956543,127516
     0.183068056,24885966,166139
     0.193244815,8955491,354020
     0.203404667,8706547,280070
     0.213922345,25308223,465452
     0.224612527,30820980,725381
     0.235075619,39100443,913311
     0.245357565,37528473,839369
     0.255943535,37629897,880695
     0.266239790,34738940,837698
     0.276532951,35069339,816342
     0.286812819,37774464,804364
     0.297115118,37187761,936380
     0.307415402,37583032,810389
     0.317740469,38159766,831131
     0.328038939,40675150,753356
     0.338335226,38817566,759747
     0.348615272,37941527,832503
     0.358920249,41113373,672718
     0.369235977,41521825,691535
     0.379853564,41652608,743320
     0.390134616,39087357,704461
     0.400436342,40018472,691488
     0.410999507,40343777,665940
     0.421712863,39345849,698768
     0.432020009,44951897,794232
     0.442308545,34871104,690269
     0.452615794,24639548,629340
     0.462913347,33820296,642859
     0.473204649,38238845,690494
     0.483793324,42351144,898397
     0.494078466,36665552,857002
     0.504371896,42685855,736161
     0.514674791,44445937,822431
     0.525024549,41777285,782981
     0.535328118,46631868,854015
     0.545969883,43445083,739569
     0.556355815,46673115,579207
     0.566643302,47696562,535077
     0.576944933,43865146,627241
     0.587236249,41282332,710309
     0.597768545,38894191,749094
     0.608170358,39945182,750497
     0.618454373,41618607,637278
     0.628790445,37003178,751217
     0.639089817,41819069,773919
     0.649715167,38725192,679728
     0.660007277,46229606,575012
     0.670301583,37627796,775131
     0.680600287,41706044,638403
     0.690874704,40463178,748887
     0.701170393,46086455,552536
     0.711475810,42255560,645026
     0.721765185,35630996,800647
     0.732137338,36521603,725353
     0.742778090,43554487,859646
     0.753071830,38086698,795333
     0.763369401,37233134,667588
     0.773759290,40848524,746960
     0.784069190,42516403,662842
     0.794546790,45662165,708738
     0.804843127,46733883,447545
     0.815150217,44704396,600627
     0.825742129,43199417,787635
     0.836088420,43852911,718133
     0.846383411,49780503,488615
     0.856777725,48792011,470963
