Timestamp,instructions,l2_rqsts_miss
     0.100305319,145033209,1928678
     0.200516392,173717067,2002981
     0.300670185,289199900,5290003
     0.400845116,335879527,4950959
     0.501405504,314984493,4222543
     0.601981554,347123834,4343421
     0.702154496,400289108,4422690
     0.802432792,345374473,5096858
     0.902617161,393342220,3568358
     1.002868935,233918151,2198613
     1.103067032,181930,15352
     1.203247689,235122,13093
     1.303504370,59992,6579
     1.403718439,8726514,84676
     1.504012310,3820531,263115
     1.604268095,24593404,458604
     1.704505757,60361,6724
     1.804753192,231702,21160
     1.904965379,<not counted>,<not counted>
     2.005169154,8627786,83385
     2.105447027,8912476,110761
     2.205645865,84845434,868947
     2.305809878,316299376,1509543
     2.406019657,453280504,3138558
     2.507447171,417756644,3964877
     2.607628138,425895129,1388365
     2.707808563,466887989,908494
     2.807994860,404794021,1214384
     2.908201753,489292936,1237716
     3.008381908,521584335,1194737
     3.108561864,503738624,1189478
     3.208748702,482833945,1656093
     3.308918279,532058696,871025
     3.409093015,514072820,1024354
     3.509266180,440235010,2050587
     3.609451563,521162737,912067
     3.709623244,522847147,956711
     3.809793570,446555562,1857809
     3.909968139,444579989,1530334
     4.010156004,495655050,883078
     4.110478841,485215341,951831
     4.210661050,521461960,969885
     4.310836880,509829722,1839129
     4.411013953,475688484,2553182
     4.511195180,444028290,2128759
     4.611372295,411744998,2519589
     4.711553230,443887691,1637527
     4.811734089,388339876,3764868
     4.911923944,293686823,4504631
     5.012116455,242806302,2918758
     5.112304467,196254887,2862673
     5.212549968,223429947,2867778
     5.312726187,242674457,2727083
     5.413258852,198940122,3667534
     5.513425575,141793115,3890872
     5.613595669,97915719,3218465
     5.713775054,90468308,4142709
     5.813968687,148504557,5367839
     5.914144184,371465101,4538548
     6.014327009,391862139,4377827
     6.114506661,463171767,3233014
     6.214687129,456896587,3527558
     6.314865496,450783295,3377388
     6.415043603,451097820,3648507
     6.515228058,427600553,3150525
     6.615410997,447250494,3429214
     6.715591047,461283470,3146813
     6.815774381,447735840,3356069
     6.915986596,461451309,3375346
     7.016205288,427856190,3857654
     7.116378008,444859111,2807416
     7.216556585,446811884,3858106
     7.316732915,453274493,3239339
     7.416908630,479950957,3242026
     7.517091332,434259505,3892645
     7.617266387,472128093,3077728
     7.717444872,413441536,3943654
     7.817626319,466037855,3048181
     7.917805808,474377149,3351547
     8.017985700,433442268,3707101
     8.118610076,478992343,2863015
     8.218794000,434017100,4186525
     8.318973528,453324591,2881883
     8.419152151,462982547,3631788
     8.519336768,436770261,3560339
     8.619525629,471921168,3086004
     8.719713181,429359580,4050377
     8.819889809,474677041,2518426
     8.920348592,396701624,4194542
     9.020525967,451937428,2944040
     9.120705322,437079447,3576695
     9.220884857,444565405,3622589
     9.321060761,406425004,2870808
     9.421231311,383909569,3892543
     9.521403805,490664943,2511596
     9.621591729,411389527,4310451
     9.721770448,474851073,2487445
     9.821951670,421439699,4169080
     9.922127588,435631992,3186927
    10.022306693,468439337,3366212
    10.122485588,388461939,3963269
    10.222669075,492744180,2628195
    10.322862014,420578410,4190231
    10.423046765,482157075,2661522
    10.523231381,446195572,4133651
    10.623418288,442786086,3739545
    10.723614258,496605876,2613244
    10.823803403,415685794,4284979
    10.923982852,485796977,2545971
    11.024447340,441569439,4281949
    11.124632395,429567905,3333492
    11.224817921,477385322,3053488
    11.325008019,420125836,4228186
    11.425194275,504268845,2325058
    11.525373860,422935554,4363914
    11.625555512,455564615,2793087
    11.725737943,445749815,3623837
    11.825919392,410706617,3916190
    11.926099425,490144686,2564746
    12.026267126,410553535,4348518
    12.126424243,470632385,2393430
    12.226603945,432959050,4239751
    12.326785960,438071202,3106093
    12.426960987,470771115,3428305
    12.527138708,411370465,3971016
    12.627310227,479469919,2647804
    12.727491028,414070107,4157837
    12.827674803,471126574,2604616
    12.927859642,443900092,4023065
    13.028041332,436314760,3551990
    13.128531920,473569707,3093664
    13.228714985,417470047,4159599
    13.328886543,486339552,2446024
    13.429066271,432455672,4172551
    13.529292627,449183253,3096971
    13.629476620,445760827,3693868
    13.729684318,408460380,3825951
    13.829869157,481228730,2599045
    13.930053299,411713705,4297594
    14.030471977,486420336,2423055
    14.130663280,426630727,4273321
    14.230855135,440135109,3188692
    14.331033824,461085507,3327294
    14.431216841,423221346,4063580
    14.531405125,476857457,2468519
    14.631605414,388402287,4045267
    14.731791356,417084713,2361716
    14.831976489,416542058,4198048
    14.932453564,458726386,2727781
    15.032636451,442880068,4047071
    15.132820406,416541333,3464750
    15.232994309,472217744,3020357
    15.333184587,417244697,4180292
    15.433366485,489150674,2445689
    15.533626147,426667326,4295746
    15.633807208,455905242,3115784
    15.733987132,444406009,3589998
    15.834163994,413703056,3868041
    15.934335589,480540997,2555008
    16.034514607,361106590,4731520
    16.134698590,473870471,2243400
    16.234888104,359508499,4703542
    16.335071690,489127592,2137441
    16.435254447,435276934,4197823
    16.535435737,447775293,3031820
    16.635617482,470630754,3378218
    16.735806468,433032721,3917939
    16.835994333,475515050,2595938
    16.936190356,423488733,4241532
    17.036373091,461863891,2854097
    17.136577738,439227830,3583256
    17.236762172,428558952,3430680
    17.336941010,480318726,3080076
    17.437123118,433572755,4176901
    17.537311599,460517692,2837969
    17.637496523,442584796,3957353
    17.737937944,458694777,3262765
    17.838683504,457913951,3304978
    17.939013711,426444439,3925969
    18.039188429,479148747,2563846
    18.139371294,409696193,4412733
    18.239553122,457489450,2788082
    18.339729987,458631309,3656584
    18.439922570,440900825,3582552
    18.540340402,469936784,3052199
    18.640513205,425563087,4172713
    18.740696282,480273971,2553253
    18.840884627,429304260,4207864
    18.941078198,453204765,3210583
    19.041264612,468578411,3335792
    19.141456964,414855829,3901090
    19.241651702,470779890,2764599
    19.341844460,406303569,4106759
    19.442036850,472841421,2719074
    19.542224673,431594404,3976464
    19.642404834,433997412,3270019
    19.742590315,461260013,3297352
    19.842775530,425562380,3610197
    19.942964534,456808292,3133296
    20.043150699,424991397,4010130
    20.143332806,433677711,2833474
    20.243514712,432109236,3685252
    20.343703345,441191625,3305798
    20.443923251,461659393,3366174
    20.544216225,434603915,3701273
    20.644392529,435676482,3154903
    20.744576452,420339659,4036709
    20.844765205,457496852,2935404
    20.944946511,431278969,3624353
    21.045132438,434840082,3217144
    21.145323157,450759443,3304104
    21.245520428,442138768,3574074
    21.345708509,448585028,3126374
    21.445898009,427066464,3979307
    21.546078684,451616191,2846249
    21.646245631,432417007,3617840
    21.746426563,430029826,3186451
    21.846612813,464209119,3487454
    21.946797121,440528383,3689718
    22.046977778,464146959,3046691
    22.147156848,421595670,4165464
    22.247334263,470668145,2861629
    22.347521128,447999467,3688711
    22.447715422,447652702,3402431
    22.547908370,458275548,3102082
    22.648495930,432116365,4061574
    22.748678563,466175154,2997430
    22.848863928,420638967,3896625
    22.949851335,466364359,3156895
    23.050021661,467102687,3290993
