Timestamp,instructions,l2_rqsts_miss
     1.000156719,1321144201,15820110
     2.000465918,8661680,99611
     3.000741365,20523892,276441
     4.000925698,2462499327,9189145
     5.001116993,2602683431,7275976
     6.001312760,1670511442,14121800
     7.001502594,1541866720,20325318
     8.001697550,2371428009,16773661
     9.001863395,2361298358,17246974
    10.002005328,2193259523,16527210
    11.002150909,2275515972,16455838
    12.002317752,2330853426,17080099
    13.002464626,2190106553,16377543
    14.002610864,2315640211,17325153
    15.002777056,2369309001,17126944
    16.002948974,2345921055,17275381
    17.003116741,2326724328,17362904
    18.003284725,2354563351,17276652
    19.003455255,2348766278,17829888
    20.003613466,2305907444,16943688
    21.003984359,2342422911,17413837
    22.004155874,2328182235,17252516
    23.004336545,2322944624,17066713
    24.004491516,2297667498,17085127
    25.004681602,2319157769,17218610
    26.004854059,2345526590,17347669
    27.005024147,2311670693,17107732
    28.005193680,2302809462,17441984
    29.005359198,2307010312,16795352
    30.005528637,2316897892,17195018
    31.005699148,2345799050,17499544
    32.005864220,2322161078,17271654
    33.006041084,2340125259,17245894
    34.006230617,2301048190,17104003
    35.006391945,2314031945,17117154
    36.006579800,2323417502,17235775
    37.006766227,2322595957,17349339
    38.006926788,2296545379,17238855
    39.007099202,2325589932,17167135
    40.007253163,2297811643,16686941
    41.007432897,2289604642,16709873
    42.007606952,2360534476,17584928
    43.007966332,2348731763,17622385
    44.008115393,2290400784,17220269
    45.008268012,2320341108,17245334
    46.008425843,2349270144,17420507
    47.008602661,2287068570,16710078
    48.008777162,2311149717,16785794
    49.008944927,2326129390,17059616
    50.009113894,2325178250,17348608
    51.009285880,2324495945,17605684
    52.009456039,2335199897,17077792
    53.009629330,2339844539,17497468
    54.009801474,2363846745,17301902
    55.009971492,2356174396,17212556
    56.010142966,2341006313,17403140
    57.010313910,2339992038,17251780
    58.010482411,2339566918,17202729
    59.010656656,2303321701,17064861
    60.010828553,2365833953,17144679
    61.010998744,2330156959,17037259
    62.011165338,2271452264,17234526
    63.011331716,2297989645,17450565
    64.011502978,2301061730,17164831
    65.011677051,2355883034,17210667
    66.012044200,2357531392,17209432
    67.012216512,2346925697,17314289
    68.012375425,2325996976,17002304
    69.012530255,2277551042,17149383
    70.012715158,2320877217,17304747
    71.012897420,2311423705,17089323
    72.013082708,2304759657,17057371
    73.013258910,2306064280,16952017
    74.013429894,2328042158,17046449
    75.013599668,2256496390,17367723
    76.013773445,2377886113,17100524
    77.013945974,2332001175,17245276
    78.014111607,2373512628,17179345
    79.014280852,2310828792,17211996
    80.014446462,2334696373,17278196
    81.014613920,2353971009,17267890
    82.014783263,2339216387,17272148
    83.014957596,2311852127,17018906
    84.015129176,2311608173,17104859
    85.015299649,2335708904,17191873
    86.015452806,2265709457,17814648
    87.015640503,2357517106,16833290
    88.015831188,2352976403,17050654
    89.016017709,2323145570,17277204
    90.016201200,2359200111,17072085
    91.016387244,2294887951,17136466
    92.016571277,2277151378,17199911
    93.016761053,2345764356,17316620
    94.016959577,2354399548,17191423
    95.017141637,2347607556,17300913
    96.017329152,2340689491,17324786
    97.017483637,2340554801,17198857
    98.017654733,2262195793,18684148
    99.017830193,2346931633,17028033
   100.018034013,2345391790,17171768
   101.018205709,2353041022,17473281
   102.018373059,2311508179,17005787
   103.018540687,2347550934,17556303
   104.018714619,2326905752,17372081
   105.018878860,2322053712,17190528
   106.019058400,2320707911,17033044
   107.019226123,2302303314,16543588
   108.019392933,2280447434,16654417
   109.019559873,2281912009,17796766
   110.019719697,2310384670,16626455
   111.019920104,2193334385,16954128
   112.020081910,2206385117,17101840
   113.020252191,2241127869,17259159
   114.020418113,2232816522,17750505
   115.020583316,2279730555,16782937
   116.020750187,2175100459,16798611
   117.020922258,2213610364,15501977
   118.021096668,2227248464,18056644
   119.021264839,2235864063,16733186
   120.021434384,2283359067,16752172
   121.021600783,2200387274,17928219
   122.021768430,2187928592,17022752
   123.021919115,2237011348,17643912
   124.022090385,2245415912,17042024
   125.022238982,2210062132,17182452
   126.022406888,2141042653,16606145
   127.022567361,2234368112,15715278
   128.022736768,2251441536,17539608
   129.022911165,2241449470,17754641
   130.023089880,2055165810,15597835
   131.023270959,2148936347,17409475
   132.023442334,2193825223,16423655
   133.023611584,2011431821,17478808
   134.023923862,2167652118,17028679
   135.024099605,2154668002,16683124
   136.024279070,2213464089,16896262
   137.024448681,2241950685,16740387
   138.024601667,2183883340,17468029
   139.024761203,2237663349,17231853
   140.024958925,2249160605,17346621
   141.025138850,2220965833,16464240
   142.025318248,2296575720,17242681
   143.025494942,2234785253,17462254
   144.025673203,2255969102,17271594
   145.025844312,2253419395,17619146
   146.026000757,2206137532,16892173
   147.026162071,2301216836,17197816
   148.026337408,2197346710,17631453
   149.026508006,2225684834,17312638
   150.026665054,2285980236,17557290
   151.026839147,2274366377,17419051
   152.027009441,2287435836,17154333
   153.027187087,2290821767,17330101
   154.027391456,2291471900,17335487
   155.027562170,2252395792,17525124
   156.027713816,2199605912,17270511
   157.027903661,2259617806,17585166
   158.028082800,2261180908,17028951
   159.028266201,2278799245,16996318
   160.028442739,2279706853,17643489
   161.028612975,2208110288,17717053
   162.028787433,2234560543,17405601
   163.028958588,2275576430,17521867
   164.029134125,2276093979,17130335
   165.029312182,2287872305,17146256
   166.029499177,2278595625,17505140
   167.029669583,2264656687,17682470
   168.029843154,2252583754,17624336
   169.030014570,2241349751,17574785
   170.030186077,2238128813,17043489
   171.030367091,2260231847,17019356
   172.030523258,2251676286,17617655
   173.030711689,2275113441,17627579
   174.030879932,2239971870,17599456
   175.031061496,2245061106,17616840
   176.031217882,2281425405,17298980
   177.031391690,2285503717,17326096
   178.031564240,2280657500,17164848
   179.031730874,2299126912,17410869
   179.874680553,1504589635,22090287
