Timestamp,branches,branch-misses
     1.000137576,630946464,17922868
     2.000404459,5397025,173856
     3.000619467,166489879,1904642
     4.000783319,1040926517,5919689
     5.000981768,1028931698,4453377
     6.001168678,643150587,5593621
     7.001360964,705495841,8643569
     8.001555008,1076740931,9345974
     9.001754005,1071366358,9390310
    10.001955100,1049351259,9479734
    11.002150289,1074962603,9318412
    12.002342019,1049820916,9399604
    13.002545353,1061165762,9116534
    14.002740814,1071373275,9355605
    15.002934677,1052332166,9080926
    16.003123008,1059301377,9105158
    17.003308739,1040530347,9283497
    18.003499153,1045281872,9367220
    19.003700081,1055262667,9017519
    20.004069678,1056443749,9418381
    21.004226591,1033739482,9371882
    22.004426526,1063627880,9124987
    23.004622693,1042988997,9119565
    24.004818584,1043929891,9423697
    25.005008079,1064267597,9119962
    26.005201090,1052909693,9244286
    27.005408789,1053252225,9358079
    28.005607784,1076575675,9022391
    29.005811665,1032268890,9192510
    30.006008042,1023331163,9328274
    31.006231887,1059630839,9072034
    32.006410260,1024096032,9262373
    33.006610875,1041121628,9187687
    34.006805991,1064202083,9220850
    35.006994459,1054399527,9234201
    36.007191021,1013902897,9271343
    37.007384426,1059731556,9225334
    38.007587122,1053644076,9150658
    39.008057105,1045957092,9269455
    40.008250733,1065181222,9116363
    41.008439187,1052013374,9278557
    42.008628821,1063187713,9349047
    43.008832985,1068091711,9408179
    44.009022648,1078196548,9258529
    45.009212379,1063645675,9343914
    46.009398242,1058182688,9284213
    47.009592470,1057820697,9413321
    48.009788405,1057247155,8925899
    49.009976730,1059900646,9309824
    50.010162062,1052225303,9351613
    51.010362126,1036212944,9221957
    52.010554728,1071480282,9237755
    53.010747230,1018853388,9230620
    54.010946865,1001611616,8906214
    55.011139479,1006146792,9125417
    56.011333800,1036021292,9355840
    57.011540636,1038644954,9348005
    58.011732407,1031824651,8938628
    59.012231155,941326613,8619887
    60.016304562,935934931,8887449
    61.016527075,923490471,8649932
    62.016726584,995903209,8676518
    63.016919026,911377398,8719385
    64.017117909,915592358,8270941
    65.017297143,909702236,8255884
    66.017488467,878440372,8374435
    67.018428469,977039103,8878989
    68.018622398,1002440803,8988459
    69.018829631,971869868,8689409
    70.019028211,974293288,8860403
    71.021767192,1005176123,9057714
    72.021962201,917217110,8104137
    73.022471357,986093202,8866863
    74.022613519,1008008750,8895840
    75.022810020,945721098,8919669
    76.022986183,882778480,8329252
    77.023162255,1009139712,8960299
    78.023356639,981625383,8600744
    79.023549550,954484078,8875471
    80.023755143,1023795851,8911423
    81.023972445,950500608,8994370
    82.024177513,995148155,8763657
    83.024380981,996342244,9085181
    84.024570421,1017577844,8861649
    85.024770970,1014688499,9257974
    86.024976041,999829359,9140349
    87.025174808,997286675,8654878
    88.025361628,978909675,8950705
    89.025549178,1004870686,8769946
    90.025749861,992093828,9018740
    91.025957449,1009836245,8624632
    92.026149813,1000152109,9058298
    93.026336125,1007661946,9021277
    94.026523869,977514298,9002984
    95.026719943,1012225848,8830642
    96.026913070,994208213,9124216
    97.027107657,999215049,8947763
    98.027301154,884489279,12236233
    99.027466250,513236832,4689682
   100.027635855,514892454,4552943
   101.027936519,534004214,4674099
   102.028113711,129769256,3996402
   102.209781828,966012,20549
