Timestamp,instructions,LLC-load-misses
     0.100184947,144906095,53333
     0.200421810,153030001,161283
     0.300588902,273005803,495753
     0.402136163,330157862,501655
     0.502312433,340212326,405645
     0.602495217,333114696,456768
     0.702680387,405597543,275149
     0.802858811,338690312,356171
     0.903012694,398353750,430393
     1.003224804,258649348,352779
     1.103457081,93564,2452
     1.203709286,288953,5289
     1.303974103,85266,1560
     1.404206873,9052466,17757
     1.504465830,8998650,19110
     1.604670002,60664,1107
     1.704910674,67622,930
     1.805156671,<not counted>,<not counted>
     1.905362998,7135560,25009
     2.005572579,12199388,29484
     2.105773974,5099574,5566
     2.206030514,229618,8049
     2.306242073,<not counted>,<not counted>
     2.406444612,59944,1121
     2.506624827,8806548,32351
     2.606793513,54868012,53302
     2.706963828,520829395,136328
     2.807148206,402492960,409212
     2.907335246,466292855,194339
     3.007514227,529471601,346090
     3.107695213,515501805,463365
     3.207873326,509290075,445811
     3.308053427,490417429,516668
     3.408243803,510749252,501276
     3.508442315,468446715,478176
     3.608616040,428789780,353520
     3.708795851,483219782,437680
     3.808968554,374580379,624744
     3.909146297,492070689,524307
     4.009328544,517450978,476633
     4.109497665,484957505,495018
     4.209677209,422475531,454759
     4.310035367,504299867,395980
     4.410201952,522145514,436180
     4.510380381,507169457,458862
     4.610554623,385078274,407028
     4.710723499,478672136,717637
     4.810909833,447650060,1125402
     4.911090618,457192432,1144688
     5.011270422,414426494,1311306
     5.111445061,449936605,1197557
     5.211626772,350294259,3261431
     5.311797631,255551053,2949848
     5.412001212,242533243,2160815
     5.512172621,189879607,2240890
     5.612341855,231248260,1917447
     5.712523038,251261523,1915131
     5.812687949,200920512,2393175
     5.912866587,105181049,2407625
     6.013522032,107874012,2624043
     6.114545180,74466527,3574685
     6.215185967,98513550,2854505
     6.315377999,277180196,1177088
     6.415558606,342499715,2780173
     6.515742222,424849368,201577
     6.615922911,456788866,214330
     6.716106075,425155441,287960
     6.816286011,428824211,200041
     6.916747352,461397268,236176
     7.016926151,450879124,214090
     7.117105773,429731483,172045
     7.217294063,467178180,191078
     7.317478140,419432427,197192
     7.417666075,480252836,167603
     7.517857212,442383056,201419
     7.618078513,441374664,176796
     7.718255163,432812702,246440
     7.818437516,424628095,188221
     7.918620364,492766174,190621
     8.018886203,424778517,243855
     8.119388590,483206138,168665
     8.219561664,450954357,339709
     8.319745492,407836868,184831
     8.419922595,481009136,239675
     8.520100456,422213352,227739
     8.620290264,493991790,159744
     8.720482458,364438046,270877
     8.820674146,469084431,180500
     8.920853157,422702601,329065
     9.021045469,429484903,190596
     9.121237730,446368183,335102
     9.221426881,405604084,218513
     9.321595024,481211956,235870
     9.421767418,403183094,248172
     9.522099314,480180544,221555
     9.622278332,422940073,354827
     9.722467876,399320440,177394
     9.822647912,452536694,305046
     9.922828480,441556095,202778
    10.023007460,472071471,250741
    10.123191827,421557092,305367
    10.223375425,462485121,182436
    10.323577094,433394420,276148
    10.424097334,447651544,210598
    10.524277815,463939720,242007
    10.624467009,435660866,233047
    10.724663300,450235767,219586
    10.824864827,443742752,246462
    10.925062169,456159898,169762
    11.025247813,451890236,275963
    11.125429926,439856177,245437
    11.225612962,459167003,231568
    11.325800065,437806724,276527
    11.426009909,435938884,231307
    11.526186047,447520430,256580
    11.626371535,380336703,244740
    11.726548344,243876294,3710488
    11.826733555,258278101,4375239
    11.926916793,255732904,3610342
    12.027099931,69184020,2223847
    12.127279253,81426900,3057079
    12.227517486,68793588,2395062
    12.327737910,<not counted>,<not counted>
    12.427980325,<not counted>,<not counted>
    12.478431173,4737165,32221
