Timestamp,instructions,cycles
     0.010149966,13879028,12454022
     0.020367716,9698921,13254941
     0.030555902,15485216,13244275
     0.040729978,15967820,13224960
     0.050900631,14923499,13222463
     0.061068499,14514614,13216423
     0.071241799,12676020,13056450
     0.081413677,16100973,13223059
     0.091584222,16285497,13221146
     0.101751865,14493928,13216909
     0.111923333,16163396,13222390
     0.122084613,17589593,13209348
     0.132246638,16460324,13210130
     0.142414750,15264307,13217863
     0.152736761,18531042,14448236
     0.162933895,18564844,15677105
     0.173082918,21524950,13832751
     0.183235236,22955613,14541190
     0.193392997,9554639,14186655
     0.203591865,15651842,16053479
     0.213772096,25633911,28641863
     0.223948201,29390408,27413002
     0.234122335,29170305,26899515
     0.244300537,26552494,26569282
     0.254608655,28728231,26836366
     0.264780579,30775194,26565748
     0.274962377,33092986,26542765
     0.285142207,30364539,26146695
     0.295315577,28768064,26396292
     0.305599961,28228947,26398190
     0.315773676,37963323,26718965
     0.325944099,33113100,26080101
     0.336126343,30756787,26113225
     0.346306811,27621256,25963022
     0.356712326,36154574,26740618
     0.366902271,31407476,26499163
     0.377073539,26631848,26040330
     0.387257948,34157939,26340912
     0.397443189,36984605,26115471
     0.407618317,45256388,26133660
     0.417791010,49172612,26295286
     0.427964750,34085334,26102589
     0.438253386,32443708,26633784
     0.448550570,29302454,26198000
     0.458755059,28242052,27834265
     0.469054579,22031300,26014603
     0.479341294,26176735,26767864
     0.489522983,36727816,26471889
     0.499701019,44000743,26461296
     0.509872114,40788009,27828266
     0.520220480,20521443,26918083
     0.530395887,19413745,25692546
     0.540868943,18082138,26554397
     0.551020563,19509601,25995288
     0.561170922,18446592,25697836
     0.571329304,18084597,26175671
     0.581504783,19488357,25969141
     0.591685040,26525652,26249127
     0.601842950,29991114,25987239
     0.612017653,31798336,26452165
     0.622200110,45227737,26473073
     0.632373471,58960642,26450386
     0.642551936,35265793,26707044
     0.652731548,37473172,26464239
     0.662940140,27169481,26541962
     0.673125859,45871555,26483092
     0.683296212,50142179,26680983
     0.693467482,49375693,26443468
     0.703647936,38077689,26404171
     0.713822041,33814542,26427587
     0.723993387,35636047,26685787
     0.734152656,28514535,26414355
     0.744310608,38642496,26410070
     0.754476631,34951147,26428801
     0.764764588,25454518,26745712
     0.774943648,28557650,26706771
     0.785108318,32030278,26426101
     0.795290047,31674141,26471313
     0.805470798,35921918,26443395
     0.815649765,31017939,26443060
     0.825821995,40723363,26424300
     0.836004956,35457012,26742512
     0.846193065,36525812,26457236
     0.856368783,41202115,26457298
     0.866554590,44324202,26482335
     0.876814760,35386652,26674129
     0.887011109,42410379,26509527
     0.897217637,27801705,26755867
     0.907499957,37327131,26764185
     0.917690239,34240338,26494575
     0.927868393,41667966,25736561
     0.938058829,36513303,26494029
     0.948235897,42107052,26459747
