Timestamp,instructions,cycles
     1.000154443,1321453795,933324370
     2.000411377,8542899,6590443
     3.000603648,684113460,354482007
     4.000718081,5292553898,2548555401
     5.000833870,4614519072,2534347998
     6.000956350,4705227523,2530537094
     7.001085009,4706523119,2552464587
     8.001224838,4626574619,2538858540
     9.001362387,4580151429,2532946843
    10.001496861,4566227828,2539382464
    11.001629692,4672881798,2552380008
    12.001766125,4641107786,2538812698
    13.001879757,4679559237,2539966956
    14.002000287,4641994105,2533381896
    15.002115683,4562515712,2540100615
    15.229759261,1054231816,582900975
