Timestamp,branches,branch-misses
     0.100128951,33708395,1317844
     0.200357351,32841614,915158
     0.300564323,75993398,3323836
     0.402027467,83941711,3204636
     0.502329915,80595165,3047065
     0.604646627,88971587,2979517
     0.706147533,81856501,2793453
     0.807477922,84341042,3281544
     0.908689495,92927998,2400786
     1.009431901,90337145,2543624
     1.111034549,73730929,2786664
     1.211346236,83772573,2937520
     1.312664099,98753166,2581007
     1.422470407,110678197,2871980
     1.523013561,75159291,2486008
     1.623252241,8135463,337701
     1.723525875,60966,6141
     1.823744652,12189,1300
     1.923930212,3566859,96970
     2.024145789,3564676,90085
     2.124371298,2319300,96737
     2.224606960,29313,3149
     2.324840436,<not counted>,<not counted>
     2.425026131,1505213,81231
     2.525214785,4060505,138365
     2.625443016,3304344,121599
     2.725651544,25990239,265747
     2.825839143,60323218,437106
     2.926042660,46877568,842783
     3.026227053,58716059,429459
     3.126412578,54688469,247404
     3.226743849,89478498,809990
     3.326931941,104341225,870314
     3.427234448,86987227,794083
     3.531391745,73934786,991091
     3.652540546,107106419,1341535
     3.752889864,96337791,1554443
     3.854239935,95482920,792645
     3.954588857,95522971,558740
     4.055875070,100940288,585539
     4.157184954,101866879,768909
     4.257479212,110217307,668112
     4.358766155,109524370,651165
     4.459377517,105689558,768307
     4.560399697,111392980,610487
     4.660696741,100961329,837365
     4.763150145,106856005,645220
     4.863449442,110189906,635580
     4.964733321,106892424,682908
     5.065293415,110321557,840336
     5.165577251,111587537,593966
     5.265866870,106495836,736403
     5.366917185,96371440,811973
     5.467723414,109172720,598097
     5.568565518,104119275,776796
     5.669242399,109979193,609662
     5.769546699,108765797,636786
     5.869866525,108519743,734496
     5.971012692,100535713,527041
     6.071310123,111757932,611511
     6.172573349,107431754,875523
     6.273428385,110836744,572996
     6.373756017,111192305,537511
     6.474107998,104002253,829399
     6.575344116,104864109,476475
     6.676311321,104503632,649601
     6.777611993,111784879,501188
     6.879140906,109982311,542986
     6.979431606,106278257,489169
     7.080738244,103678887,691845
     7.182108359,105141457,649801
     7.282486089,100611864,618242
     7.383777766,97200310,640555
     7.484586073,103689383,516514
     7.585335706,83418958,866126
     7.686659523,93440966,655813
     7.787959206,92784665,615494
     7.888249183,92152802,632814
     7.988516965,74543772,896739
     8.090179309,66413681,628000
     8.190513261,51453994,575985
     8.290811151,60531010,552889
     8.393350340,61181538,676985
     8.494721943,75069507,1293525
     8.596037267,98881715,1359906
     8.697229356,81650091,1529092
     8.797528979,80717097,1064401
     8.897831277,92741128,896504
     8.998816236,66805863,691853
     9.099915676,83390888,979925
     9.200573271,80462064,883985
     9.300862776,78690309,917921
     9.402245551,107488286,1097130
     9.503679586,77940254,1680585
     9.605162431,81188562,1093725
     9.705477863,108159860,1283973
     9.805799603,100176826,1426563
     9.906687154,91726140,1370217
    10.007744433,106620615,1852438
    10.108057569,131118487,1781021
    10.209502583,110706190,1435943
    10.310779474,102646489,2087755
    10.411328574,143079497,1078933
    10.512539832,109088278,1206778
    10.613503885,103212748,1995992
    10.714772544,134592515,1247876
    10.815376377,119323108,1050304
    10.916483103,101754909,1962184
    11.017385371,124156105,1456329
    11.118719295,128154261,1011880
    11.219557888,100561758,1966920
    11.320638861,122597128,1312751
    11.420942458,120656567,1207102
    11.523380500,106628224,1855947
    11.624419720,124649237,1343026
    11.725677438,119128401,1241642
    11.826418091,107133062,1804044
    11.927439521,126461124,1334066
    12.027746441,111716414,1348227
    12.128058085,111095612,1707207
    12.228454266,124491306,1217920
    12.328764925,117413226,1384008
    12.429462184,115289002,1565758
    12.530792922,123181632,1348586
    12.631342837,113367053,1492605
    12.732320288,115753401,1438742
    12.833688565,119295448,1429176
    12.935095093,119468824,1500833
    13.035403024,117931179,1263115
    13.135714237,99840325,2185062
    13.236418484,100156268,2403677
    13.337536104,101402159,1848402
    13.438953862,101076952,1809128
    13.539606926,105755675,1296990
    13.639804537,106777763,1000774
    13.740002573,90715541,1434136
    13.840200462,99756179,1155638
    13.940395818,110667756,1134637
    14.040611375,93788088,1300293
    14.140819394,62831877,2344318
    14.241674117,72796108,2439589
    14.342134755,67454327,1711118
    14.442320165,47933075,879775
    14.542503248,59291032,385846
    14.642687307,30525264,1065020
    14.742888553,17182212,1486716
    14.843068509,25224386,753068
    14.898606578,5769836,262365
