Timestamp,instructions,L1-dcache-load-misses
     0.010128537,9460595,241686
     0.020319756,11476511,218919
     0.030502399,9995119,264541
     0.040668589,13076489,293392
     0.050828753,15365248,288556
     0.061000416,15715953,268599
     0.071148998,18174351,275939
     0.081312239,16170581,309471
     0.091472721,16440039,260319
     0.101636846,16042380,212722
     0.111795471,18111362,264934
     0.121954728,18925171,247251
     0.132114494,16295877,286485
     0.142279126,17438766,282795
     0.152446893,18477831,253396
     0.162618409,14754746,279864
     0.172787909,14923743,306079
     0.182944226,19710205,364075
     0.193115392,17030967,273245
     0.203261476,23533001,261464
     0.213423821,24716305,285387
     0.223583408,15199465,234626
     0.233754653,15719041,247483
     0.243924593,16918028,276438
     0.254075800,14177261,224728
     0.264235202,15232724,272331
     0.274412420,19433078,260528
     0.284567861,22239223,245677
     0.294697935,21679043,204080
     0.304863241,15437235,225199
     0.315022077,14607090,277616
     0.325209806,16412652,301304
     0.335354209,16031159,284706
     0.345537149,19337084,271157
     0.355690619,16547823,187474
     0.365861032,10075549,264777
     0.376012613,15103083,227718
     0.386184004,26364358,133007
     0.396359059,20032991,234247
     0.406539856,14582710,279006
     0.416702475,12201077,325183
     0.426855950,14514477,312311
     0.437007727,21283276,358756
     0.447361702,23755957,250285
     0.457516380,25320491,198297
     0.467682763,17720501,234722
     0.477839671,15812949,260015
     0.487977922,18599390,265210
     0.498126981,13691791,278222
     0.508272648,17121464,279730
     0.518420775,17783430,266534
     0.528576127,19037083,280161
     0.538711369,13147498,273520
     0.548862218,14487931,300276
     0.559017069,15953760,245540
     0.569204069,18153951,244087
     0.579383935,15357919,245316
     0.589555528,20585794,223179
     0.599721456,17365142,280181
     0.609887543,19738737,234854
     0.620053053,20853065,276378
     0.630214247,25963847,285555
     0.640370973,20184393,221099
     0.650520832,21637568,245493
     0.660691280,14319846,243331
     0.670870281,21534393,232032
     0.681027857,22409421,193096
     0.691193496,19510711,209895
     0.701362827,22376968,172963
     0.711515044,20880855,179572
     0.721665198,17325488,225036
     0.731838743,21635902,202231
     0.742003096,19833566,163138
     0.752145118,18245325,187300
     0.762299503,14867566,260405
     0.772466980,805263,21719
     0.782640973,<not counted>,<not counted>
     0.792778595,<not counted>,<not counted>
     0.802977419,<not counted>,<not counted>
     0.813128131,<not counted>,<not counted>
     0.823426463,<not counted>,<not counted>
     0.833603103,<not counted>,<not counted>
     0.843743054,<not counted>,<not counted>
     0.853888222,<not counted>,<not counted>
     0.864081888,<not counted>,<not counted>
     0.874347733,<not counted>,<not counted>
     0.884616252,<not counted>,<not counted>
     0.894813188,<not counted>,<not counted>
     0.905032621,<not counted>,<not counted>
     0.915464618,115505,4130
     0.925660289,<not counted>,<not counted>
     0.935854590,<not counted>,<not counted>
     0.946065152,<not counted>,<not counted>
     0.956246007,<not counted>,<not counted>
     0.966423034,<not counted>,<not counted>
     0.976617275,<not counted>,<not counted>
     0.986855568,<not counted>,<not counted>
     0.997103181,<not counted>,<not counted>
     1.007304163,<not counted>,<not counted>
     1.017514290,<not counted>,<not counted>
     1.027721022,<not counted>,<not counted>
     1.037897578,<not counted>,<not counted>
     1.048090454,<not counted>,<not counted>
     1.058301936,<not counted>,<not counted>
     1.068489933,<not counted>,<not counted>
     1.078738011,<not counted>,<not counted>
     1.088958638,<not counted>,<not counted>
     1.099274184,<not counted>,<not counted>
     1.109474751,<not counted>,<not counted>
     1.119676778,<not counted>,<not counted>
     1.129940007,<not counted>,<not counted>
     1.140156579,<not counted>,<not counted>
     1.150406373,<not counted>,<not counted>
     1.160667097,<not counted>,<not counted>
     1.170922836,<not counted>,<not counted>
     1.181141883,<not counted>,<not counted>
     1.191484124,<not counted>,<not counted>
     1.201669688,<not counted>,<not counted>
     1.211845734,<not counted>,<not counted>
     1.222004979,<not counted>,<not counted>
     1.232173457,<not counted>,<not counted>
     1.242338135,<not counted>,<not counted>
     1.252588515,<not counted>,<not counted>
     1.262758067,8524197,87168
     1.272998179,104158,3255
     1.283143882,<not counted>,<not counted>
     1.293343057,<not counted>,<not counted>
     1.303492436,<not counted>,<not counted>
     1.313663500,<not counted>,<not counted>
     1.323822120,<not counted>,<not counted>
     1.333990896,<not counted>,<not counted>
     1.344227039,<not counted>,<not counted>
     1.354465966,<not counted>,<not counted>
     1.364658921,<not counted>,<not counted>
     1.374898244,<not counted>,<not counted>
     1.385150895,<not counted>,<not counted>
     1.395355536,<not counted>,<not counted>
     1.405601456,<not counted>,<not counted>
     1.415837789,<not counted>,<not counted>
     1.426030281,<not counted>,<not counted>
     1.436204840,<not counted>,<not counted>
     1.446403757,<not counted>,<not counted>
     1.456614741,<not counted>,<not counted>
     1.466824001,<not counted>,<not counted>
     1.476988134,<not counted>,<not counted>
     1.487188686,<not counted>,<not counted>
     1.497428523,<not counted>,<not counted>
     1.507648874,<not counted>,<not counted>
     1.517825747,<not counted>,<not counted>
     1.528048492,<not counted>,<not counted>
     1.538211032,<not counted>,<not counted>
     1.548374492,<not counted>,<not counted>
     1.558735236,<not counted>,<not counted>
     1.568991044,<not counted>,<not counted>
     1.579255684,<not counted>,<not counted>
     1.589509508,<not counted>,<not counted>
     1.599799928,<not counted>,<not counted>
     1.610056637,<not counted>,<not counted>
     1.620377928,<not counted>,<not counted>
     1.630568119,<not counted>,<not counted>
     1.640813338,<not counted>,<not counted>
     1.651122715,<not counted>,<not counted>
     1.661377983,<not counted>,<not counted>
     1.671610292,<not counted>,<not counted>
     1.681830304,<not counted>,<not counted>
     1.692077552,<not counted>,<not counted>
     1.702335351,<not counted>,<not counted>
     1.712593645,<not counted>,<not counted>
     1.722854384,<not counted>,<not counted>
     1.733067376,<not counted>,<not counted>
     1.743349211,<not counted>,<not counted>
     1.753599351,<not counted>,<not counted>
     1.763803757,<not counted>,<not counted>
     1.774053431,<not counted>,<not counted>
     1.784310424,<not counted>,<not counted>
     1.794515541,<not counted>,<not counted>
     1.804721298,<not counted>,<not counted>
     1.814933190,<not counted>,<not counted>
     1.825189131,<not counted>,<not counted>
     1.835384651,<not counted>,<not counted>
     1.845629995,<not counted>,<not counted>
     1.855833311,<not counted>,<not counted>
     1.866080180,<not counted>,<not counted>
     1.876336958,<not counted>,<not counted>
     1.886591477,<not counted>,<not counted>
     1.896849131,<not counted>,<not counted>
     1.907453960,<not counted>,<not counted>
     1.917666812,<not counted>,<not counted>
     1.927869879,<not counted>,<not counted>
     1.938039079,<not counted>,<not counted>
     1.948247250,<not counted>,<not counted>
     1.958499730,<not counted>,<not counted>
     1.968762024,<not counted>,<not counted>
     1.979018088,<not counted>,<not counted>
     1.989333904,<not counted>,<not counted>
     1.999588743,<not counted>,<not counted>
     2.009845212,<not counted>,<not counted>
     2.020056344,<not counted>,<not counted>
     2.030307123,<not counted>,<not counted>
     2.040484203,<not counted>,<not counted>
     2.050723296,<not counted>,<not counted>
     2.060933214,<not counted>,<not counted>
     2.071183772,<not counted>,<not counted>
     2.081414750,<not counted>,<not counted>
     2.091614607,<not counted>,<not counted>
     2.101862331,<not counted>,<not counted>
     2.112117480,<not counted>,<not counted>
     2.122370588,<not counted>,<not counted>
     2.132622672,<not counted>,<not counted>
     2.142846524,<not counted>,<not counted>
     2.153094113,<not counted>,<not counted>
     2.163320411,<not counted>,<not counted>
     2.173558451,<not counted>,<not counted>
     2.183734477,<not counted>,<not counted>
     2.193885915,<not counted>,<not counted>
     2.204038463,<not counted>,<not counted>
     2.214208393,<not counted>,<not counted>
     2.224378683,<not counted>,<not counted>
     2.234519612,<not counted>,<not counted>
     2.244654189,<not counted>,<not counted>
     2.254894151,3712971,95413
     2.265069820,22312,846
     2.275216108,<not counted>,<not counted>
     2.285388130,<not counted>,<not counted>
     2.295525439,<not counted>,<not counted>
     2.305678914,<not counted>,<not counted>
     2.315820328,<not counted>,<not counted>
     2.325980082,<not counted>,<not counted>
     2.336134923,<not counted>,<not counted>
     2.346301394,1279558,27817
     2.356474465,6963197,189934
     2.366638035,<not counted>,<not counted>
     2.376795439,<not counted>,<not counted>
     2.386959994,<not counted>,<not counted>
     2.397282723,<not counted>,<not counted>
     2.407434988,<not counted>,<not counted>
     2.417594440,<not counted>,<not counted>
     2.427741122,<not counted>,<not counted>
     2.437905335,<not counted>,<not counted>
     2.448071307,<not counted>,<not counted>
     2.458219109,<not counted>,<not counted>
     2.468374021,<not counted>,<not counted>
     2.478534426,<not counted>,<not counted>
     2.488688298,<not counted>,<not counted>
     2.498857997,86388,5165
     2.508998406,<not counted>,<not counted>
     2.519183248,<not counted>,<not counted>
     2.529342747,<not counted>,<not counted>
     2.539534259,<not counted>,<not counted>
     2.549736895,<not counted>,<not counted>
     2.559904408,<not counted>,<not counted>
     2.570091273,<not counted>,<not counted>
     2.580249883,<not counted>,<not counted>
     2.590404801,<not counted>,<not counted>
     2.600554053,<not counted>,<not counted>
     2.610696680,<not counted>,<not counted>
     2.620847788,<not counted>,<not counted>
     2.630992229,<not counted>,<not counted>
     2.641186073,<not counted>,<not counted>
     2.651338090,<not counted>,<not counted>
     2.661500566,<not counted>,<not counted>
     2.671661067,<not counted>,<not counted>
     2.681823641,<not counted>,<not counted>
     2.691984689,<not counted>,<not counted>
     2.702146837,<not counted>,<not counted>
     2.712315508,<not counted>,<not counted>
     2.722496443,<not counted>,<not counted>
     2.732647905,<not counted>,<not counted>
     2.742796620,<not counted>,<not counted>
     2.752951177,<not counted>,<not counted>
     2.763427362,<not counted>,<not counted>
     2.773580485,<not counted>,<not counted>
     2.783745124,<not counted>,<not counted>
     2.793900011,<not counted>,<not counted>
     2.804051712,<not counted>,<not counted>
     2.814210294,<not counted>,<not counted>
     2.824383122,<not counted>,<not counted>
     2.834541249,<not counted>,<not counted>
     2.844736732,8248391,239389
     2.854899517,194031,6545
     2.865048908,<not counted>,<not counted>
     2.875262671,<not counted>,<not counted>
     2.885398938,<not counted>,<not counted>
     2.895557743,<not counted>,<not counted>
     2.905702895,<not counted>,<not counted>
     2.915861543,<not counted>,<not counted>
     2.926003709,<not counted>,<not counted>
     2.936161055,<not counted>,<not counted>
     2.946317085,<not counted>,<not counted>
     2.956463459,<not counted>,<not counted>
     2.966630185,<not counted>,<not counted>
     2.976792402,<not counted>,<not counted>
     2.986973170,<not counted>,<not counted>
     2.997154786,<not counted>,<not counted>
     3.007307821,<not counted>,<not counted>
     3.017465169,<not counted>,<not counted>
     3.027612126,<not counted>,<not counted>
     3.037770258,<not counted>,<not counted>
     3.047922988,<not counted>,<not counted>
     3.058070394,<not counted>,<not counted>
     3.068240934,<not counted>,<not counted>
     3.078398124,<not counted>,<not counted>
     3.088556090,<not counted>,<not counted>
     3.098720974,<not counted>,<not counted>
     3.108862526,<not counted>,<not counted>
     3.119033775,<not counted>,<not counted>
     3.129212128,<not counted>,<not counted>
     3.139412232,<not counted>,<not counted>
     3.149570679,<not counted>,<not counted>
     3.159703689,<not counted>,<not counted>
     3.169861344,<not counted>,<not counted>
     3.180003432,<not counted>,<not counted>
     3.190151016,<not counted>,<not counted>
     3.200283400,<not counted>,<not counted>
     3.210413200,<not counted>,<not counted>
     3.220554808,<not counted>,<not counted>
     3.230706856,<not counted>,<not counted>
     3.240859593,<not counted>,<not counted>
     3.251030146,<not counted>,<not counted>
     3.261209971,<not counted>,<not counted>
     3.271387650,<not counted>,<not counted>
     3.281523556,<not counted>,<not counted>
     3.291674248,<not counted>,<not counted>
     3.301829972,<not counted>,<not counted>
     3.311971387,<not counted>,<not counted>
     3.322134628,<not counted>,<not counted>
     3.332275770,<not counted>,<not counted>
     3.342428776,<not counted>,<not counted>
     3.352570376,<not counted>,<not counted>
     3.362726236,<not counted>,<not counted>
     3.372934027,<not counted>,<not counted>
     3.383446344,<not counted>,<not counted>
     3.393686613,<not counted>,<not counted>
     3.403886320,<not counted>,<not counted>
     3.414148884,<not counted>,<not counted>
     3.424387078,<not counted>,<not counted>
     3.434581549,<not counted>,<not counted>
     3.444852384,<not counted>,<not counted>
     3.455056331,<not counted>,<not counted>
     3.465614214,<not counted>,<not counted>
     3.475790366,<not counted>,<not counted>
     3.485935036,<not counted>,<not counted>
     3.496081857,<not counted>,<not counted>
     3.506261408,<not counted>,<not counted>
     3.516457245,3487686,52728
     3.526620496,8201908,70974
     3.536763531,16915154,167648
     3.546920944,21763805,204702
     3.557089181,31931652,64807
     3.567308189,29227552,52355
     3.577468732,29717900,43155
     3.587626352,27573755,52191
     3.597798720,20903225,221124
     3.607968207,27969391,160321
     3.618117253,29687610,184576
     3.628263473,23649263,243621
     3.638425290,24030749,256137
     3.648582736,24395494,244121
     3.658743095,24583760,239553
     3.668907227,19336992,166347
     3.679093448,23096272,184758
     3.689253151,18025459,212641
     3.699380251,15907127,155715
     3.709585143,13424568,410529
     3.719768809,14048010,218291
     3.729926094,7903713,315141
     3.740102028,11461431,263329
     3.750257505,20192614,131610
     3.760442963,20972381,97422
     3.770628428,19110309,155496
     3.780793819,18267216,170258
     3.790947412,16304565,222349
     3.801132661,18553717,198291
     3.811283127,16502279,227001
     3.821466090,18477486,190008
     3.831618100,17456749,219891
     3.841803301,18185057,207308
     3.851959673,20058526,221380
     3.862141155,16468398,248562
     3.872295420,20765849,223270
     3.882486403,15124626,268275
     3.892629992,21659110,193527
     3.902795570,28230401,159130
     3.912960313,27207949,194786
     3.923153199,26355303,157554
     3.933318187,24854664,197844
     3.943473815,29094293,162274
     3.953615836,28658643,162025
     3.963755514,29737882,170673
     3.973897947,25556849,198141
     3.984063303,28725318,152946
     3.994206954,27581020,151482
     4.004370046,16114669,245545
     4.014520118,20106469,220782
     4.024693387,15793938,244808
     4.034853100,19077407,233789
     4.045013216,26223734,169829
     4.055192272,26731508,171174
     4.065342320,27955649,170986
     4.075482136,27524632,174345
     4.085637918,20194069,246866
     4.095783680,26375825,161601
     4.105989059,26613152,160729
     4.116151396,28072427,164920
     4.126310001,27899459,171783
     4.136463709,26947283,172249
     4.146617733,28075837,176172
     4.156774993,27680628,179794
     4.166934907,18210349,245597
     4.177116743,28711615,166140
     4.187260314,28296014,166098
     4.197415153,27547093,163803
     4.207565186,28106789,169743
     4.217717936,27689710,169270
     4.227869897,28168377,175050
     4.238020730,25936703,167444
     4.248162552,27686785,172349
     4.258314191,24466175,167287
     4.268478020,14537901,284674
     4.278632692,23857538,206340
     4.288790376,27822864,184670
     4.298928535,19845743,215610
     4.309101359,20512581,290489
     4.319245959,23555125,139648
     4.329404857,28276388,172232
     4.339561407,26747086,171616
     4.349716425,28022491,168874
     4.359933547,19588056,186382
     4.370162180,24961047,167142
     4.380335963,18852683,168680
     4.390511485,14748144,169644
     4.400993551,18653472,188345
     4.411159731,21735142,180766
     4.421333510,16888875,204302
     4.431504055,14770878,180450
     4.441704771,14244146,182530
     4.451877858,14029082,194634
     4.462044492,14696560,189523
     4.472263798,14372857,171888
     4.482514982,22537959,170817
     4.492694496,27375949,171008
     4.502878938,22538063,152139
     4.513063297,11880663,208399
     4.523232228,19425746,268639
     4.533401667,20238487,141105
     4.543565698,26878232,154733
     4.553731435,24599072,152830
     4.563948426,26762860,159972
     4.574195556,27368743,162205
     4.584363762,24530712,164610
     4.594543089,14651317,285101
     4.604698209,20010103,207880
     4.614845512,14633041,282514
     4.624997346,27037656,167703
     4.635182435,27800863,170678
     4.645328647,27986457,164198
     4.655464706,27079912,167801
     4.665603509,24362306,170404
     4.675765883,19372892,195193
     4.685918610,14617168,281621
     4.696067806,20961798,179617
     4.706217772,14387675,289853
     4.716359260,22074261,181584
     4.726545579,26895218,173824
     4.736709805,22994207,173374
     4.746883495,16249062,247627
     4.757040454,15440625,242315
     4.767299648,19499549,210553
     4.777455439,14641469,274545
     4.787601291,20302447,184073
     4.797759746,14441669,284841
     4.808108280,17430635,209777
     4.818390108,22036461,181428
     4.828565100,24339612,185891
     4.838828590,11404002,233030
     4.848998702,5767510,387362
     4.860037362,17362218,240333
     4.870202791,14419878,283114
     4.880344544,17627673,217334
     4.890521063,17395036,228898
     4.900681707,24516074,187036
     4.910850013,19340243,212289
     4.921018508,14613235,281454
     4.931180253,19790785,186546
     4.941348194,26117403,179438
     4.951515144,23236378,181163
     4.961682494,25606975,179106
     4.971854244,24276015,182663
     4.982023451,17908241,236764
     4.992169935,15582613,265178
     5.002357442,17610528,197736
     5.012523150,14310086,286918
     5.022668896,19307819,203917
     5.032835274,21557823,202661
     5.043003545,23154529,180752
     5.053470474,17447561,252412
     5.063623381,17166080,247237
     5.074738078,21570758,174128
     5.084916630,20739701,181167
     5.095119658,16945978,181332
     5.105291813,23328163,193096
     5.115456201,23423389,182437
     5.125633625,24115416,189319
     5.135811050,25369535,185395
     5.145976785,23907434,185992
     5.156128872,19019452,190883
     5.166299143,26058392,191070
     5.176466729,19848281,195581
     5.186635602,25677627,184534
     5.196804162,22643359,190734
     5.206979142,15026388,254180
     5.217131042,16163089,239859
     5.227291055,19864402,198380
     5.237462913,25867741,195265
     5.247644024,19411781,219905
     5.257828252,14536630,288749
     5.267985674,20250345,203824
     5.278154899,14001242,289220
     5.288301952,11209888,214686
     5.298484015,8072263,318611
     5.308679619,13212958,308838
     5.318937731,26307761,170301
     5.329100318,19918314,184688
     5.339266621,26102830,160119
     5.349426391,22248191,141554
     5.359602658,27201942,179172
     5.369774003,25112904,165056
     5.379944045,27814828,175532
     5.390108124,23854808,166752
     5.400271782,26871581,179158
     5.410439202,19469751,170872
     5.420610424,22487273,184881
     5.430775641,24084923,181956
     5.440940435,19380495,185211
     5.451344057,26423562,184179
     5.461526607,18454961,217849
     5.471677572,16030717,259695
     5.481849475,17530391,239474
     5.492016535,19986081,230477
     5.502177162,27852741,179518
     5.512334499,27791182,183604
     5.522492815,26872746,178825
     5.532648522,27561383,190146
     5.542805275,26583625,181066
     5.552968672,27511573,183966
     5.563120068,27746696,180915
     5.573285358,27420060,181132
     5.583417324,27462561,183274
     5.593574393,26364455,181414
     5.603731268,27722738,190487
     5.613867683,27603511,182507
     5.624024385,26864510,184164
     5.634195737,27132817,184865
     5.644353314,27120878,184470
     5.654509703,27452091,188569
     5.664653709,27713672,188268
     5.674809966,27592380,187721
     5.684973359,27354695,191260
     5.695120524,27272350,188179
     5.705290057,27488834,181895
     5.715448026,27127605,189845
     5.725591450,27062855,187464
     5.735748541,27398919,192312
     5.745910704,26346686,197746
     5.756057044,24225523,195123
     5.766225524,26665654,194527
     5.776382122,26663381,193507
     5.786558289,26788947,189379
     5.796715258,26558480,203096
     5.806874953,24916300,189678
     5.817050606,26258462,244953
     5.827216965,23431407,486149
     5.837412366,17596851,191307
     5.847561938,15251806,114566
     5.857726505,19017541,107989
     5.867882928,14544861,109524
     5.878028917,20468356,131171
     5.888212978,14008614,106353
     5.898365534,21244779,103018
     5.908536854,20489658,198210
     5.918705345,26501368,97745
     5.928855794,25438798,107554
     5.939016807,24811771,106765
     5.949304004,25406249,118277
     5.959456153,13297080,299222
     5.969630074,25341674,96571
     5.979779014,25656156,98253
     5.989946012,25809385,99254
     6.000109440,24491828,106811
     6.010277482,24374821,110181
     6.020444707,24561038,111690
     6.030609628,24553161,109064
     6.040746369,23540142,114028
     6.050912827,24584936,122495
     6.061086393,21767038,157600
     6.071363864,8793618,372105
     6.081523175,18711563,208534
     6.091666925,25245586,106112
     6.101821499,22103309,103724
     6.111978863,24866195,107525
     6.122143986,25096938,103947
     6.132295301,24480190,104282
     6.142430455,25108481,105378
     6.152573443,24561632,113283
     6.162717252,24848707,116010
     6.172857498,24584388,116599
     6.182983050,23698574,117355
     6.193119978,20781726,114764
     6.203249134,22829244,113169
     6.213393311,24501813,118613
     6.223529592,23108870,126081
     6.233677660,24223850,131904
     6.243796128,23756285,137067
     6.253943450,23948976,144204
     6.264091775,24201748,150599
     6.274237958,24019055,158795
     6.284391153,16070356,441564
     6.294570943,7543468,820624
     6.304757707,7345079,799976
     6.314917133,14151346,507850
     6.325120592,22676459,152748
     6.335285073,21246639,152207
     6.345464940,20249269,158315
     6.355631653,16946570,159022
     6.365778637,13398464,148799
     6.375967789,11647171,159431
     6.386240471,8290217,174414
     6.396418057,11427544,122126
     6.406592093,9842973,115640
     6.416775816,11744023,196033
     6.426957362,12873700,201530
     6.437125590,14214359,158071
     6.447263736,13986082,140121
     6.457517702,13098482,134978
     6.467705179,11698612,126586
     6.477962525,4417894,260633
     6.488158322,8623509,199851
     6.498304772,14146382,135888
     6.508475454,13176521,187830
     6.518650110,13830079,146084
     6.528821767,13959925,150312
     6.538967058,12802786,141673
     6.549130298,13411050,148963
     6.559332848,13108576,157269
     6.569698298,9808349,132219
     6.579867459,9892245,132752
     6.590053382,12086770,154220
     6.600225101,7069360,217788
     6.610418022,1899527,216273
     6.620602050,1814805,212442
     6.630778612,3640736,207242
     6.640949543,14345028,143650
     6.651152673,14684384,146947
     6.661328817,14607286,147658
     6.671541416,12179755,126484
     6.681833669,8143225,243351
     6.691966456,13165629,146844
     6.702136303,13489186,140629
     6.712361701,13243098,138677
     6.722599566,13624980,143795
     6.732852151,11074265,122341
     6.743026988,13169991,141511
     6.753222856,11471818,126705
     6.763397571,13475374,146418
     6.773593620,9835704,119083
     6.783752980,10485444,127246
     6.793951287,13108540,154895
     6.804112419,12084034,145823
     6.814352718,12975153,156454
     6.824529461,12455162,150888
     6.834707742,9918509,176804
     6.845137325,8629667,210101
     6.855288726,8419216,200672
     6.865463980,9142459,220796
     6.875641361,8846324,210543
     6.885826887,9053179,214408
     6.895995417,9431527,221704
     6.906158312,7946280,329288
     6.916325245,9737719,224683
     6.926497130,9004927,218397
     6.936671897,8939808,219870
     6.946839351,9110177,224394
     6.957010370,7303986,188215
     6.967215096,6629314,181976
     6.977391688,7059008,184965
     6.987560493,7690453,204400
     6.997731758,8875464,228729
     7.007914170,7422626,228793
     7.018083459,1535510,187522
     7.028248244,1435711,179624
     7.038414933,1641655,194360
     7.048586843,1618000,182942
     7.058749276,1505528,187348
     7.068916715,1380595,179956
     7.079093629,1193638,171723
     7.089266700,1529313,185638
     7.099425818,8640004,197349
     7.109613461,8951120,204792
     7.119799472,8983038,204262
     7.129981576,8475552,198179
     7.140152403,8749387,201274
     7.150321165,7924907,187377
     7.160498308,8850610,203474
     7.170673326,5165823,236369
     7.180854956,2109883,292748
     7.191056765,1990011,303075
     7.201276051,1893615,308326
     7.211430387,1675566,308380
     7.221603226,1717486,327433
     7.231768691,1532834,308795
     7.241959245,1660127,345480
     7.252116277,1477416,309300
     7.262313944,1602301,327153
     7.272481169,1558163,328782
     7.282674233,1734672,370865
     7.292842144,3888190,491558
     7.303035533,14515743,324587
     7.313227723,11401752,387190
     7.323385031,15207185,193608
     7.333783176,11656342,234665
     7.343962935,11677790,178286
     7.354179692,12069456,215520
     7.364425562,11368573,175523
     7.374598766,11916379,296916
     7.384778134,18386175,148250
     7.394922686,17394988,<not counted>
     7.405091693,26277494,61653
     7.415377053,25640227,51277
     7.425609573,18255014,175331
     7.435768372,13363110,181540
     7.445915537,6635289,336901
     7.456072681,4537464,323323
     7.466244667,3792784,315108
     7.476438046,4902144,423803
     7.486613384,4255142,357672
     7.496794644,4180531,372207
     7.506965707,5254317,415114
     7.517139253,17560104,<not counted>
     7.527311367,19563513,192582
     7.537501359,21030329,179188
     7.548058504,19430684,231745
     7.558238620,15273031,274167
     7.568385154,12640329,356881
     7.578533832,16153779,307792
     7.588690020,12185332,356833
     7.598833069,14168886,265224
     7.609005286,12017559,188928
     7.619323559,18505862,47941
     7.629500333,12273199,229761
     7.639666896,17062568,204185
     7.650052623,12937833,245130
     7.660213232,17666833,268956
     7.670357218,25720007,<not counted>
     7.680523428,24801192,104839
     7.690684009,19757725,105691
     7.700853685,20915019,169538
     7.711010619,29065700,72330
     7.721151397,20094636,231554
     7.731283857,25482341,186386
     7.741438579,28855538,<not counted>
     7.751586681,22812946,243712
     7.761746344,23642935,274493
     7.771910741,21717901,220901
     7.782052358,23648532,247510
     7.792198435,20465787,218560
     7.802338642,19649095,282153
     7.812477822,18852849,202835
     7.822635480,16280208,203701
     7.832783703,14055596,271387
     7.842940141,20706742,210947
     7.853099100,17908876,287567
     7.863300129,23708778,152362
     7.873465179,28944860,85968
     7.883615115,28258196,70496
     7.893764807,28765456,<not counted>
     7.903903006,19416814,230676
     7.914058246,28030200,180908
     7.924216455,28725991,188233
     7.934363125,22116307,334729
     7.944512750,24020715,281799
     7.954663159,24510731,255510
     7.964790605,22167180,266699
     7.974942337,22366670,161345
     7.985086687,18496899,222381
     7.995236760,17038788,306777
     8.005387979,16633502,302461
     8.015527328,17882643,289727
     8.025695043,22271646,123655
     8.035839693,28725371,85278
     8.045995910,28649940,71958
     8.056154490,26916583,109277
     8.066298950,19331800,237032
     8.076454962,27838899,259730
     8.086599152,25093503,232996
     8.096749720,24006825,247313
     8.106901588,23224870,266520
     8.117067006,24598787,284839
     8.127263582,20768865,221238
     8.137411884,25221663,148291
     8.147591145,19491116,237337
     8.157737299,18411967,<not counted>
     8.167884378,13907674,249662
     8.178021140,18306248,227427
     8.188179245,19516415,202978
     8.198317636,21438991,311366
     8.208463284,27616550,100249
     8.218625659,29366691,82116
     8.228776553,28954883,65968
     8.238926688,25214257,217687
     8.249082515,22455187,189005
     8.259243090,27207946,179906
     8.269392104,27713783,188126
     8.279529386,24364681,244082
     8.289680224,24467552,258932
     8.299828407,24396965,239853
     8.309971954,20089773,216582
     8.320118353,24709814,32251
     8.330271468,20039069,256701
     8.340421107,14174115,206473
     8.350577704,17194146,284552
     8.360731884,21597713,219394
     8.370869313,22107969,162252
     8.381040782,29531636,98061
     8.391239823,27490993,56462
     8.401388018,24922173,128332
     8.412858986,29009247,201156
     8.423025866,27476719,<not counted>
     8.433166046,21873781,235333
     8.443321519,24921992,244897
     8.453473973,25449174,314544
     8.463619337,24846000,243282
     8.473774690,16059350,158208
     8.483925764,12648156,166550
     8.494131699,23482661,129203
     8.504268726,14404663,256806
     8.514405363,19107373,205529
     8.524601836,15485509,218396
     8.534744668,20046198,194640
     8.544920979,16136841,<not counted>
     8.555403272,16106421,204072
     8.565568501,20353353,91967
     8.575736839,17143786,104612
     8.585894219,23344361,74189
     8.596074731,21187633,84890
     8.606250147,20049467,195821
     8.616419445,22645020,178675
     8.626606648,29613074,163201
     8.636801330,20618011,182391
     8.646973654,23521920,303458
     8.657162420,12346137,350241
     8.667319815,12618362,341294
     8.677469117,19550342,277177
     8.687628418,17689709,184308
     8.697787729,19743855,<not counted>
     8.707964043,19593004,254327
     8.718128287,14942385,289398
     8.728277139,17143720,291197
     8.738449218,23930439,117970
     8.748614006,23182999,110498
     8.758774323,29264238,93953
     8.768916027,27633552,64264
     8.779056880,24272709,150199
     8.789226019,21538249,184282
     8.799380387,24603024,165460
     8.809537314,24370348,212183
     8.819688174,20779747,193793
     8.829858874,24687026,299729
     8.840003144,24028123,238541
     8.850147646,20132057,257238
     8.860304063,24556353,150944
     8.870453838,20539059,208487
     8.880596474,16513763,178933
     8.890733582,15212073,238545
     8.900897827,19664849,223185
     8.911057459,19134792,216630
     8.921245667,26984327,12802
     8.931378363,25560172,128365
     8.941528034,29950542,90751
     8.951668120,27458585,73460
     8.961824338,25656137,85959
     8.971980408,25133691,158813
     8.982118939,26142978,178392
     8.992283660,24446506,212640
     9.002441601,24579462,280291
     9.012588647,24606736,263286
     9.022738256,24882475,263056
     9.032890813,19974117,149797
     9.043043466,23425451,139823
     9.053229136,19830949,309681
     9.063378546,15213345,301068
     9.073533251,18092702,283520
     9.083677652,19965939,313362
     9.093831539,16597170,255776
     9.103991646,27305127,84226
     9.114133824,26092700,81113
     9.124307096,24943648,137876
     9.134462092,22769044,203087
     9.144617234,27908729,193145
     9.154768539,24835917,229897
     9.164930162,24430512,292778
     9.175286968,24852504,271863
