Timestamp,instructions,l2_rqsts_miss
     0.010127426,13163716,187187
     0.020357689,12660858,298146
     0.030523453,15277374,278080
     0.040696204,14727696,310336
     0.050872177,15248404,297935
     0.061046974,16772037,261012
     0.071209395,16285257,271930
     0.081381646,16250617,239163
     0.091641480,12985643,265616
     0.101813318,14245227,231478
     0.111960164,17224324,218929
     0.122148813,15252434,280872
     0.132314943,13615364,247855
     0.142457682,12885405,252070
     0.152631732,17436709,208941
     0.162804222,15592886,225187
     0.172976682,12009485,327682
     0.183150308,15127607,307922
     0.193318211,18007645,373032
     0.203493598,18764216,206876
     0.213648754,17265545,137542
     0.223801977,23037477,126359
     0.233951828,14932370,252488
     0.244120219,13433159,261081
     0.254285609,14300549,266297
     0.264450618,13819335,249280
     0.274617185,12861061,249312
     0.284765593,13299801,147119
     0.294930094,16416065,236812
     0.305077502,24294966,120232
     0.315214451,14993201,181408
     0.325369107,15203768,246286
     0.335540612,11851827,296548
     0.345719908,16274627,259298
     0.355887187,15625621,270458
     0.366076331,19543610,233046
     0.376244807,18878055,183588
     0.386413481,16043127,256821
     0.396602539,23486614,106265
     0.406912473,21908068,80125
     0.417081280,17696420,224103
     0.427259901,20365981,208249
     0.437428535,18364753,246355
     0.447590456,22885784,153189
     0.457762194,28736090,94124
     0.467895998,21768489,151243
     0.478058792,18888623,248740
     0.488215959,11051617,293737
     0.498369264,18213389,304221
     0.508521559,14943776,426538
     0.518662900,17260692,246822
     0.528906102,16001033,284729
     0.539077778,16976317,310137
     0.549239641,13666809,410359
     0.559401571,15904631,288144
     0.569564268,15911554,217149
     0.579717845,17560098,183039
     0.589881528,13732107,228379
     0.600032681,20677708,218802
     0.610185912,15751357,241198
     0.620363621,19941120,167865
     0.630552805,11822933,222019
     0.640696789,27514292,55519
     0.650910764,20190769,239809
     0.661073797,24405014,189616
     0.671263402,12611408,240888
     0.681434873,21307584,193513
     0.691581967,18596352,185702
     0.701744637,22069883,171564
     0.711929859,21907801,146199
     0.722092942,22944097,163923
     0.732246528,16565609,148022
     0.742423089,19139402,173029
     0.752595684,20088404,153663
     0.762763733,21341708,149664
     0.772920086,14585247,242843
     0.783141583,7125996,76187
     0.793322421,<not counted>,<not counted>
     0.803582635,<not counted>,<not counted>
     0.813859021,<not counted>,<not counted>
     0.824052524,<not counted>,<not counted>
     0.834262516,<not counted>,<not counted>
     0.844519072,<not counted>,<not counted>
     0.854726529,<not counted>,<not counted>
     0.864876840,<not counted>,<not counted>
     0.875039504,<not counted>,<not counted>
     0.885204943,<not counted>,<not counted>
     0.895365999,<not counted>,<not counted>
     0.905520356,<not counted>,<not counted>
     0.915677512,<not counted>,<not counted>
     0.925839300,<not counted>,<not counted>
     0.935978633,<not counted>,<not counted>
     0.946166317,<not counted>,<not counted>
     0.956309124,<not counted>,<not counted>
     0.966455215,<not counted>,<not counted>
     0.976609602,<not counted>,<not counted>
     0.986778236,<not counted>,<not counted>
