Timestamp,instructions,cycles
     0.100133406,144973247,124370001
     0.200332393,168307017,138461241
     0.300517343,341947114,465094381
     0.402304338,394515749,510225261
     0.503739829,360870386,476198544
     0.604043886,435666609,502578116
     0.705642541,401740906,508757903
     0.807103951,377843099,497837499
     0.909079327,468234783,509184910
     1.009385940,456905217,503243107
     1.109684799,340849452,471489009
     1.210445755,377645705,496142792
     1.312164337,436817869,491394238
     1.412542288,470454620,501397795
     1.514397698,443931078,471537998
     1.614624910,24627034,25407831
     1.714845727,520947,1776337
     1.815072654,<not counted>,<not counted>
     1.915295744,60626,205249
     2.015541946,26847836,21104557
     2.115739093,<not counted>,<not counted>
     2.215997184,8916796,6637274
     2.316326505,<not counted>,<not counted>
     2.416562537,76784,262012
     2.516869356,<not counted>,<not counted>
     2.617117422,12324334,11477701
     2.717373017,12111910,11171605
     2.817631023,60350,175582
     2.917914518,86547,283719
     3.018142022,8832201,6537262
     3.118338603,8831871,6703722
     3.218532477,<not counted>,<not counted>
     3.318757096,144806074,74631047
     3.418936719,244474907,136494801
     3.519115150,219057521,129010999
     3.619289469,394578472,197301647
     3.719476311,481784545,257033957
     3.819657917,452823345,266749705
     3.919845342,515979864,256222920
     4.020034481,481313800,341208628
     4.120732483,511295001,387664186
     4.220945779,507692436,478313936
     4.322259015,492276214,493248349
     4.422588236,548662197,510408978
     4.522880546,521239746,506715019
     4.623822614,528513719,507968224
     4.724910169,512069478,479157241
     4.825779629,528170805,514066109
     4.926858979,525689922,514676967
     5.028054610,532023170,508206166
     5.129589395,543451564,517007718
     5.231347585,533559377,510820816
     5.332845889,473001879,464792542
     5.433760173,523471242,511249999
     5.535386539,522598995,513590140
     5.635687077,520595278,509665072
     5.737183085,535869799,507923152
     5.837531472,538332732,511602927
     5.937786898,499600395,479659349
     6.038582185,514005042,505520218
     6.138878273,520939067,510316336
     6.241808918,542026996,514624014
     6.343239314,522533856,499554702
     6.444694470,527836446,515508788
     6.546445615,513758116,485822599
     6.647878598,551721841,515418460
     6.749477275,536109516,507449000
     6.851022613,520893020,515809784
     6.952454841,539335392,509317805
     7.069849152,572022887,560213196
     7.170635747,546279135,512390028
     7.274393462,540121515,509429005
     7.374753412,531479270,508785721
