Timestamp,branches,branch-misses
     0.100142826,30743343,1180297
     0.200339793,33864415,1118583
     0.300496696,39235921,969349
     0.400663569,36723519,913701
     0.500836117,40464939,830562
     0.601005410,35322053,931662
     0.701190890,47013097,849152
     0.801423644,20640489,585825
     0.901679931,<not counted>,<not counted>
     1.001939136,<not counted>,<not counted>
     1.102203091,<not counted>,<not counted>
     1.202454906,<not counted>,<not counted>
     1.302719281,369289,27364
     1.402988160,<not counted>,<not counted>
     1.503238021,<not counted>,<not counted>
     1.603415710,<not counted>,<not counted>
     1.703560168,<not counted>,<not counted>
     1.803766083,<not counted>,<not counted>
     1.903920660,<not counted>,<not counted>
     2.004098725,<not counted>,<not counted>
     2.104263491,<not counted>,<not counted>
     2.204465268,2368491,73784
     2.304654130,<not counted>,<not counted>
     2.404992564,<not counted>,<not counted>
     2.505212360,<not counted>,<not counted>
     2.605448030,<not counted>,<not counted>
     2.705695179,<not counted>,<not counted>
     2.805980337,2067174,34222
     2.906226469,<not counted>,<not counted>
     3.006421583,<not counted>,<not counted>
     3.106585349,<not counted>,<not counted>
     3.206734233,<not counted>,<not counted>
     3.306932489,<not counted>,<not counted>
     3.407123156,<not counted>,<not counted>
     3.507456889,<not counted>,<not counted>
     3.607710004,17377,2005
     3.707932621,<not counted>,<not counted>
     3.808120571,<not counted>,<not counted>
     3.908292095,<not counted>,<not counted>
     4.008485393,<not counted>,<not counted>
     4.108646396,<not counted>,<not counted>
     4.208826243,<not counted>,<not counted>
     4.309075198,<not counted>,<not counted>
     4.409331162,<not counted>,<not counted>
     4.509578995,18686,<not counted>
     4.609768399,<not counted>,<not counted>
     4.709915190,3933406,66997
     4.810233491,58605810,515730
     4.910395125,45509237,496725
     5.010561303,38244829,532487
     5.110739132,37655628,188865
     5.210919376,45569164,191308
     5.311095219,54023835,177966
     5.411246017,48987290,170881
     5.511425731,54226872,184628
     5.611565025,50228601,295775
     5.711924712,45301947,165201
     5.812114289,54627136,168290
     5.912289305,53891831,175915
     6.012482457,46078410,160405
     6.112646107,43969668,137226
     6.212821903,52837802,161121
     6.313029771,55047602,168157
     6.413230061,41857209,446818
     6.513400588,54125701,167992
     6.613994358,38018124,141550
     6.714185492,32627265,120232
     6.814359536,48805252,168262
     6.914539607,52482771,172151
     7.014699897,50771636,182228
     7.114887858,46961933,139535
     7.215060936,43107871,153268
     7.315231213,42785043,146442
     7.415398189,43249030,164719
     7.515626653,31476330,438014
     7.615863315,25003261,429777
     7.716029302,23836072,313636
     7.816185505,18079117,344440
     7.916342891,27074446,268807
     8.016489710,22400309,255006
     8.116643092,15930023,188214
     8.216805002,9075125,134612
     8.316975686,17271701,30476
     8.417137667,5160350,240211
     8.517322456,21622271,508032
     8.617490604,50991076,1232019
     8.717664072,46303952,581235
     8.817853052,65599899,360159
     8.918040183,44612486,583074
     9.018197968,65362120,327180
     9.118363236,55768956,398493
     9.218535974,50170588,348915
     9.318709491,46252821,508266
     9.418897846,46221964,472176
     9.519037470,51423476,486107
     9.619211617,48386693,390481
     9.719384734,59473248,417235
     9.819537544,55995726,437207
     9.919766547,56501712,428769
    10.019916405,59647004,597927
    10.120083280,49877534,501303
    10.220223988,49609679,441603
    10.320371760,43246748,459386
    10.420521947,45085443,540705
    10.520668508,43707001,359074
    10.620852801,51329340,310638
    10.721947066,33372885,193494
    10.822135053,22187855,566918
    10.922337591,55519595,321567
    11.022475539,50298176,447194
    11.122641338,63421337,379713
    11.222793350,45195115,595903
    11.322937890,48819895,417232
    11.423086891,49781560,502818
    11.523252082,47143764,359564
    11.623404708,54977786,537423
    11.723548377,47551572,469335
    11.823856291,54479084,448732
    11.924017303,42314489,428126
    12.024173749,69251373,434382
    12.124332374,53576175,345779
    12.224481943,57130535,411303
    12.324625253,58616909,550111
