Timestamp,instructions,cycles
     0.100138106,149473234,124274484
     0.200328107,172387970,126120965
     0.300481202,172106178,126843873
     0.400662970,174128062,125221893
     0.500846213,179903153,125719379
     0.601006377,168003817,125963060
     0.701175603,202167256,124951841
     0.801354566,108944994,69729156
     0.901621797,<not counted>,<not counted>
     1.001806495,<not counted>,<not counted>
     1.102057203,225669,574620
     1.202295741,<not counted>,<not counted>
     1.302499004,115501,315004
     1.402709333,<not counted>,<not counted>
     1.502879063,<not counted>,<not counted>
     1.603124019,8509013,4064725
     1.703377821,<not counted>,<not counted>
     1.803559427,<not counted>,<not counted>
     1.904077079,213214,2198559
     2.004299139,<not counted>,<not counted>
     2.104491600,<not counted>,<not counted>
     2.204649201,<not counted>,<not counted>
     2.304876448,<not counted>,<not counted>
     2.405135470,<not counted>,<not counted>
     2.505377439,<not counted>,<not counted>
     2.605577188,<not counted>,<not counted>
     2.705822388,13445469,11131150
     2.806016920,88993,294991
     2.906321553,<not counted>,<not counted>
     3.006587420,<not counted>,<not counted>
     3.106772531,8489964,6380205
     3.206945265,<not counted>,<not counted>
     3.307175199,<not counted>,<not counted>
     3.407464226,<not counted>,<not counted>
     3.507754540,<not counted>,<not counted>
     3.607962897,<not counted>,<not counted>
     3.708182851,<not counted>,<not counted>
     3.808409170,<not counted>,<not counted>
     3.908637569,3549688,3788835
     4.008844915,46534429,26994507
     4.109023397,249321307,125558513
     4.209177442,180659686,125192960
     4.309368699,236902096,125950613
     4.409539456,268491111,125518673
     4.509707823,255925987,125783911
     4.609865698,253567588,126695176
     4.710034606,254543058,126486224
     4.810205503,240923509,125671966
     4.910376130,239694902,125668833
     5.010543377,251283486,125461464
     5.110712959,258204951,125784320
     5.210881403,223559088,126005674
     5.311048885,251206502,126100195
     5.411222146,259861406,126451525
     5.511382741,260812927,125955788
     5.611551930,239067073,126725821
     5.711902103,256924793,126836475
     5.812083630,255693426,126215014
     5.912227413,242877800,125370135
     6.012490775,256188444,125694282
     6.112653312,238620452,125351896
     6.212825098,225612134,125528467
     6.312990721,215548723,126347837
     6.413169551,234141627,126599080
     6.513345476,211240451,125257496
     6.613542607,139982157,125048230
     6.713709397,115476390,126132489
     6.813865125,128470098,125290896
     6.914034081,88039847,125461813
     7.014201363,133127026,125435632
     7.114357510,94597826,123860531
     7.214550567,88057396,125832541
     7.314726952,35878047,126715506
     7.414878805,51869967,127181264
     7.515096806,69812000,125181410
     7.615335123,165776203,124875612
     7.715496423,196854944,126773081
     7.815671665,228000539,125669291
     7.915841154,204984947,125440960
     8.016000934,239120113,125379388
     8.116164540,203260318,125085791
     8.216324246,243668758,125401154
     8.316496046,200759149,125397783
     8.416657148,238452995,126600033
     8.516832317,228341523,125381143
     8.617004924,214511101,125587859
     8.717182656,241496482,126346025
     8.817363208,201883497,125949556
     8.917534429,221232692,124782518
     9.017693994,192121030,124943747
     9.117843787,225619786,125113152
     9.218011377,215829032,125068089
     9.318179692,223069685,125825671
     9.418341041,224575358,125712492
     9.518508500,196150710,125789195
     9.618653016,244537330,125312508
     9.718819406,201905441,125986670
     9.818997736,246736689,126778331
     9.919165512,207245464,125163825
    10.019318614,205727156,124930315
    10.119492311,201346483,124614438
    10.219663661,210987623,125203072
    10.319961373,242532801,125394478
    10.420145083,192086374,126120955
    10.520323065,246206783,126568953
    10.620525371,210350595,125020560
    10.720696596,217994595,125833980
    10.820863399,216802904,126376716
    10.921010855,210981182,125290097
    11.021166767,233023698,125305333
    11.121330160,201166227,125264174
    11.221482661,238413883,124852588
    11.321625305,207309879,125505446
    11.421785706,231871579,126089004
    11.521953705,216720157,126660736
    11.622121225,215196426,125166545
    11.722294011,224846967,125801382
    11.822449797,202926802,126602885
    11.922644875,237307771,125506136
    12.022797646,210236116,125004341
    12.122975996,203634997,124835677
    12.223151440,108116875,122215030
    12.323310927,196195238,123714292
    12.423488403,176847930,125197249
    12.523641227,240597398,126108801
    12.624017550,201174453,125501908
    12.724193756,240879294,125585879
    12.824371361,214084944,125891998
    12.924562768,220095750,125929339
    13.024758473,208194038,125221075
    13.124933638,208571239,125055675
    13.225174051,202760488,124227888
    13.325345391,151049686,122920798
    13.425493550,176538541,124175695
    13.525660216,205695308,125287376
    13.625802847,174822910,124849826
    13.725962930,199367137,124443849
    13.826108521,161971563,124447268
    13.926263330,175577813,124318282
    14.026435001,128418209,123452689
    14.126623502,211467514,124482815
    14.226801047,151039480,123559977
    14.326971760,198443043,124067212
    14.427143066,138331720,123065300
    14.527332208,197085787,125619087
    14.627481794,208140144,126204231
    14.732015793,127887071,127225509
    14.832170001,181999091,124128555
    14.932340670,138286225,124885817
    15.032514800,230392783,125138771
    15.132689846,156785067,123807337
    15.232851678,201023293,123851954
    15.333026078,166037813,123836820
    15.433206376,220913926,124638088
    15.533365944,147355112,124332687
    15.633546925,239172999,126630257
    15.733705719,176063482,123752227
    15.833881061,185316614,124142614
    15.934112791,133303211,124579862
    16.034310471,91588111,122831168
    16.134496535,131525954,122616205
    16.234666896,178060234,129933263
    16.334840182,178503753,127706802
    16.435022915,145668796,128245651
    16.535205539,101089301,121307600
    16.635386781,215416663,130175791
    16.735613698,144002753,129899902
    16.835769183,137123716,129981173
    16.936351178,178368204,130585885
    17.036520235,143423345,130051720
    17.136688459,192142023,130054500
    17.236866753,143172349,130066015
    17.337058136,163292063,129839616
    17.437251996,167459792,129746747
    17.537449471,149903713,130086579
    17.637647837,162820442,130057219
    17.737830590,138298127,130139495
    17.838010989,232649088,130200621
    17.938189924,138990617,129245680
    18.038365856,180937652,130196979
    18.138544400,204509157,130226061
    18.238725643,166768068,130091187
    18.338898649,142713353,129987281
    18.439070813,140542658,130070780
    18.539222471,251381619,130164160
    18.639413102,231566542,130242670
    18.739596976,220334158,130204194
    18.839843834,249611432,130291052
    18.940000017,167752887,130145861
    19.040170019,183657009,130216466
    19.140330667,198426979,130166033
    19.240519972,198020429,130107284
    19.341087757,124110969,130577841
    19.441328873,149147447,130219791
    19.541503398,246018395,130221884
    19.641679620,199623571,130196928
    19.741874398,168751840,130050688
    19.842055945,166729795,130036594
    19.942236047,218672847,130172732
    20.042408690,219363945,130191044
    20.142581978,230128691,130189760
    20.242732149,247479513,130188828
    20.342912708,206509288,130229794
    20.443081770,256486345,130214070
    20.543236069,189898047,130195105
    20.643410632,211759105,130221561
    20.743591576,212099821,130201419
    20.843842027,188812926,130274264
    20.944129792,185989124,130361288
    21.044290298,155797999,129893195
    21.144465867,148581641,130064541
    21.244647115,231984184,130177302
    21.344827351,209675982,130179471
    21.445007951,233728980,130229099
    21.545187540,242366635,130227741
    21.645372483,224993812,130234893
    21.745553880,237167185,130201469
    21.845729203,226856056,130190408
    21.945899241,225519766,130215442
    22.046072294,239889717,130219262
    22.146251081,198672305,130202415
    22.246425078,258072854,130220849
    22.346602796,225681683,130225772
    22.446809845,231631375,130190538
    22.546996000,241533251,130236539
    22.647178454,221548347,130231592
    22.747354097,250860649,130195761
    22.847523496,220968067,130214548
    22.947697660,224817929,130170938
    23.048124550,244488549,130550004
    23.148290374,202424915,130210285
    23.248463159,239655373,130219213
    23.348637953,217840371,130194905
    23.448811644,233617944,130219757
    23.548982521,238937437,130216999
    23.649164751,219640154,130231383
    23.749347138,256169744,130199082
    23.849526875,226296926,130228443
    23.949719197,223322152,130244318
    24.049900462,236261455,130230046
    24.150068408,210285305,130212685
    24.250242244,256847858,130220465
    24.350414712,227997825,130218580
    24.450590683,230955195,130222285
    24.550776886,224127062,130209939
    24.650950755,216763586,130220193
    24.751118614,243517091,130212958
    24.851272682,212409623,130170564
    24.951414682,239454902,130178588
    25.051569834,212290479,130196570
    25.151771236,211485877,130254991
    25.251939308,252472333,130214011
    25.352110766,225518457,130216800
    25.452277611,194011790,130211779
    25.552470665,131464195,130245884
    25.652645810,213083043,130221475
    25.753386185,184185605,130902396
    25.853558871,190664058,130185464
    25.953721973,159348236,130206554
    26.053906461,223788744,130234292
    26.154090502,216233642,130233869
    26.254272038,247812471,130230386
    26.354452465,220517085,130228964
    26.454625233,225214483,130218606
    26.554790876,232018593,130210123
    26.654958286,180837644,130211697
    26.755135406,253042559,130197396
    26.855315945,224297403,130195093
    26.955483374,232053254,130157187
    27.055650005,211257805,130211100
    27.155848196,228855874,130251957
    27.256020814,230684217,130219088
    27.356205912,189296030,130234555
    27.456384608,249431485,130226710
    27.556537685,225726337,130110348
    27.656702842,233230665,130210058
    27.756866831,222905842,130207118
    27.857035538,223152313,130186175
    27.957186654,256629953,130190926
    28.057458101,215781851,130347286
    28.157622248,235190311,130181144
    28.257792256,221896977,130187818
    28.357962944,219566076,130216194
    28.458142701,251217822,130227922
    28.558323198,224108590,130228909
    28.658501024,238404734,130226102
    28.758700199,220593196,130226569
    28.858872564,224306313,130193835
    28.959055428,232801864,130232224
    29.059242813,213517178,130237847
    29.159431467,252481240,130239495
    29.259617020,237490103,130236159
    29.359775621,208178360,130170665
    29.459954020,253475199,130226658
    29.560119318,222853809,130209464
    29.660296790,247330925,130224800
    29.760472355,223641164,130195323
    29.860730263,227145755,130328243
    29.960899984,253265259,130216460
    30.061079253,204131254,130226367
    30.161265824,253583934,130237878
    30.261438802,237143387,130219488
    30.361591281,218192422,130192332
    30.461770089,248824522,130227094
    30.561938611,195220178,130186072
    30.662107237,249500452,130213568
    30.762281716,214402591,130191528
    30.862449590,227965719,130187004
    30.962620936,240222249,130194408
    31.062779460,199906661,130173346
    31.162963373,234467334,130203859
    31.263135578,216284475,130218192
    31.363310338,206113194,130221760
    31.463478996,219110704,130213672
    31.563629580,233544393,130189750
    31.663801498,236858671,130192515
    31.763978502,197995495,130169159
    31.864175120,250261248,130250712
    31.964356793,214957944,130230546
    32.064536582,232191082,130227964
    32.164706083,216884517,130214802
    32.264874742,221341417,130213586
    32.365047093,253550655,130218652
    32.465227317,216995195,130228454
    32.565404080,249336108,130224295
    32.665582629,235998289,130159553
    32.765764953,214551623,130203851
    32.865942256,256354979,130191774
    32.966124892,225000049,130204508
    33.066316134,235655758,130242310
    33.166500620,240898640,130233997
    33.266673482,203925038,130193753
    33.366837361,255595622,130207256
    33.467009228,221839265,130217919
    33.567187521,240073043,130225823
    33.667367083,242083901,130228124
    33.767548777,214906834,130204656
    33.867735990,256801705,130213153
    33.967907292,227283469,130217254
    34.068086724,225550383,130227450
    34.168264470,237727581,130196714
    34.268448015,223563977,130233053
    34.368628954,249690090,130229581
    34.468816220,220184988,130237729
    34.568999355,216090506,130232572
    34.669172911,235300064,130220243
    34.769348383,212883644,130222508
    34.869522697,256432837,130220171
    34.969685231,224406678,130180872
    35.069883474,229154053,130252831
    35.170049049,245478249,130209579
    35.270200420,220771328,130190560
    35.370346078,234883781,130158070
    35.470514821,228572801,130213667
    35.570681288,233057543,130210871
    35.670851759,245137663,130216064
    35.771018203,211064196,130210704
    35.871188492,253504949,130215828
    35.971334270,217561603,130159489
    36.071510429,214237889,130223085
    36.171667206,213078933,130142924
    36.271970903,226500525,130389661
    36.372130078,257440377,130201422
    36.472288372,218412544,130200363
