Timestamp,instructions,LLC-load-misses
     1.000134304,1489232201,4226007
     2.000564957,1513341959,2136361
     3.000725084,1449600,21204
     4.000976095,184229,3280
     5.001230508,185984,3357
     6.001448714,129531,2248
     7.001689354,133414,2416
     8.001950611,62861,1199
     9.002219585,64940,949
    10.002489539,12808209,26339
    11.002711982,60901,1160
    12.003032735,61300,1180
    13.003304191,61175,1163
    14.003503876,60898,1172
    15.003760959,108324,1922
    16.003965929,61201,1387
    17.004188728,66591,1126
    18.004401025,60278,994
    19.004585099,64838,1331
    20.004815989,109494,2083
    21.004989842,60205,1133
    22.005171008,61665,1079
    23.005400485,65371,1240
    24.005658860,70041,1279
    24.846081617,254059672,3012574
