Timestamp,instructions,l2_rqsts_miss
     0.100186607,141802568,1830580
     0.200433203,149537643,1677375
     0.301561473,238703305,4759315
     0.401741872,322169062,4964609
     0.501923150,315825621,4414651
     0.602508318,335811049,4388438
     0.702681756,404377388,3904402
     0.802858124,322368791,5683259
     0.903040133,385832843,4013102
     1.003224946,330588742,2847065
     1.103410669,940355,52559
     1.203643495,291116,24105
     1.303884889,60500,<not counted>
     1.404095424,7729302,65491
     1.504346631,10194689,153460
     1.604514043,12035283,186462
     1.704761068,121141,13403
     1.805185053,85445,7216
     1.905365117,3722488,74129
     2.005576344,9063289,107676
     2.105747649,8379785,125479
     2.205934519,114158398,654152
     2.306101330,237656666,1056476
     2.406272340,213911341,2380481
     2.506446112,244429210,1057323
     2.606600700,276032621,531127
     2.706775060,375833253,1376460
     2.807836592,483494167,1850785
     2.908018935,438563279,2520033
     3.008197726,522992115,1046324
     3.108380042,500924722,1470451
     3.208566206,524416684,942886
     3.308748829,522525874,918525
     3.409194975,483634645,1670433
     3.509798521,410396908,908198
     3.609989896,460220714,1306210
     3.710177405,454764801,1076645
     3.810367522,476019979,1650135
     3.910546887,486774327,1539802
     4.011010031,507762502,874589
     4.111191217,481228375,947089
     4.211381294,490092697,1260800
     4.311564776,487836885,2615063
     4.411733094,480280359,1586002
     4.511907866,456675137,1921257
     4.612084170,486120444,1402310
     4.712256640,443429843,1525521
     4.812486357,361410610,5142200
     4.912684057,313744781,2676798
     5.013055231,321664735,2334991
     5.113235461,292195707,2714720
     5.214563878,323737664,2328265
     5.315617922,223861643,3836759
     5.415848304,203569434,3516418
     5.516026868,144653607,2932462
     5.616205488,129223044,3687086
     5.716628519,174561157,4768517
     5.816905149,301128838,3922591
     5.917088700,287764553,3602781
     6.017258237,295280638,3905056
     6.117442613,320971707,3594015
     6.217634787,302092922,3677511
     6.317818357,415503570,4125489
     6.418004171,425617028,3071409
     6.518193906,403830791,4263489
     6.618384276,463664818,2570104
     6.718568441,437039181,3976862
     6.818751584,429712250,3155768
     6.918932394,454610366,3259008
     7.019137010,428295874,3932363
     7.119322514,435318192,2498282
     7.219848581,400358685,4186094
     7.320034799,464146073,2329943
     7.420214910,432720781,4008484
     7.520404749,439702465,3250570
     7.621341157,416486018,3049322
     7.721523887,410733185,3441275
     7.821716084,458817960,3045212
     7.922018525,435945946,3911293
     8.022201488,468920325,2581286
     8.122388892,429680871,3825696
     8.222577494,424461792,3576031
     8.322748073,431054737,3263879
     8.422929226,435635725,3555229
     8.523116996,463997382,3055456
     8.623299086,443215903,3729566
     8.723480867,451264957,3323930
     8.823662165,439598475,3704074
     8.923846255,413544538,3493563
     9.024024393,453846948,3080243
     9.124204136,443645834,3675529
     9.224388015,437838790,3115617
     9.325103306,466621014,3750870
     9.425281166,435505995,3620284
     9.525454477,448251287,2775467
     9.626155605,423126585,4293587
     9.726333058,473559483,2659522
     9.826518181,452280145,3941441
     9.926706725,410266307,3666012
    10.026884876,461116953,2895032
    10.127064756,401892281,4257868
    10.227254003,496248197,2110240
    10.327453406,429671373,4316044
    10.427636795,457583330,2314292
    10.527818087,450266121,4107165
    10.628002118,416699106,3740165
    10.728178091,463906614,2827457
    10.828373616,420950518,4036384
    10.928558032,469834330,2315358
    11.028742953,397593761,4013849
    11.129163760,452401229,2604243
    11.229353045,279925183,6740198
    11.329547314,276776639,5854460
    11.429731334,271510082,7046212
    11.529914910,188521798,909419
    11.630094090,216022908,2031692
    11.730280044,219825109,1429735
    11.830460548,233947946,1831472
    11.930648718,192361942,1930909
    12.030831028,75100321,4099518
    12.131014805,68338053,3977933
    12.231210092,74667215,3499526
    12.331468217,<not counted>,<not counted>
    12.431649328,<not counted>,<not counted>
    12.479212408,4636790,139849
