Timestamp,branches,branch-misses
     0.100140095,31846933,1267949
     0.200364182,37174850,1062675
     0.300967444,63516423,2429514
     0.401137390,72945228,2227212
     0.501324055,63397771,1946171
     0.601507475,74524138,2211535
     0.701687952,77211706,1604264
     0.801986892,69622503,1814526
     0.902176252,81107109,2047834
     1.002364021,55985596,1660927
     1.102540590,84802,2330
     1.202745975,67139,9468
     1.302922761,<not counted>,<not counted>
     1.403159273,1254792,30984
     1.503337555,1880377,45971
     1.603541703,2410026,104750
     1.703735188,23628,<not counted>
     1.803945017,<not counted>,<not counted>
     1.904169657,274934,<not counted>
     2.004375646,1957656,<not counted>
     2.104650433,1683021,57804
     2.204859303,22655428,277386
     2.305031039,59381477,378186
     2.405204329,52181511,875173
     2.505374901,56492993,354785
     2.605546819,53711468,190300
     2.705704799,109788662,696581
     2.805879069,94398417,727551
     2.906058150,94014604,939112
     3.006236640,105436994,393423
     3.106412593,103206721,473506
     3.206856842,86509802,330918
     3.307063331,97231130,386159
     3.407797151,71290336,438509
     3.507968504,86075189,317593
     3.608156381,104433171,473084
     3.708343167,108492979,345006
     3.809449102,100712922,595902
     3.909630205,100078503,451615
     4.009806358,107965147,348072
     4.109987134,100044575,328548
     4.210158619,95852588,537215
     4.310349064,92004852,346841
     4.410530260,100297173,376532
     4.510711348,95490552,372910
     4.610890829,95153317,447146
     4.711068930,93866062,329625
     4.811256236,79250415,528136
     4.911441216,75360222,636036
     5.011954811,67676727,642327
     5.112111517,64274682,491735
     5.212303120,66206449,563591
     5.312491385,61174216,704354
     5.412664450,43638639,649988
     5.512843178,36734913,496563
     5.613018470,41839855,361803
     5.713201701,35222278,530693
     5.813517141,40410369,727055
     5.913691460,61504638,1313861
     6.013877736,61613010,551979
     6.114068351,68669590,601235
     6.214259764,63744856,1028300
     6.314441864,108358826,1461187
     6.414908886,105579452,1062133
     6.515092901,109687713,828329
     6.615274573,103601449,1095248
     6.715453446,110773432,870739
     6.815631899,117004669,848749
     6.915808372,96708776,1096515
     7.015993563,120274239,820403
     7.116176742,102975189,984025
     7.216357820,106238775,900445
     7.316537992,110459378,1036890
     7.416720437,98842184,988319
     7.516905033,120569855,720525
     7.617090205,97738292,1164521
     7.717270609,111392414,763541
     7.817454094,106216217,996827
     7.917660217,95117219,1001438
     8.017841064,116092134,927779
     8.118030621,96533542,998376
     8.218215828,120731295,686753
     8.318386704,93745139,1112624
     8.418779458,111425835,826041
     8.518970114,114144092,948195
     8.619164801,96940578,1072420
     8.720020089,118711721,806936
     8.820430308,104202147,1018737
     8.920702619,106730993,770427
     9.020890816,104089893,1044772
     9.121073956,105954504,860992
     9.221257915,113705415,855099
     9.321449269,103100258,992139
     9.421808679,108809559,944424
     9.522012335,101837852,904984
     9.622213626,108616505,914600
     9.722398350,106891527,893795
     9.822847923,110738834,902048
     9.923034253,103663694,981496
    10.023490655,107740234,955016
    10.123671438,102400906,994456
    10.223853881,108538267,808019
    10.324033466,109771271,901090
    10.424490669,100231350,1007254
    10.524673327,114188041,820580
    10.624855067,101073105,1061726
    10.725043632,110761306,810707
    10.825510401,106604409,966570
    10.925703498,101718382,911583
    11.025887526,112794680,875978
    11.126086557,91154142,1067397
    11.226268283,120867992,657716
    11.326448251,79026893,1691917
    11.426939917,78222388,1857594
    11.527121329,54040614,2057845
    11.627301331,29015875,1756187
    11.727469294,25292077,880678
    11.827661484,4393727,171154
    11.927867452,296231,12391
    11.931941391,749331,11192
