Timestamp,instructions,LLC-load-misses
     0.010127313,9306170,14628
     0.020332015,11926377,7373
     0.030490651,11514845,18322
     0.040671062,12145109,18001
     0.050831721,8346180,19976
     0.060998236,11436753,14915
     0.071244691,11265224,19740
     0.081613477,13529488,15673
     0.091777917,11487510,19011
     0.101960095,14905440,9601
     0.112135016,12929215,20181
     0.122315555,15325730,8457
     0.132494104,11770246,10906
     0.142675259,10612402,16656
     0.152859898,11382214,9875
     0.163040913,16248528,9549
     0.173272603,13183541,13607
     0.184074298,17753564,34565
     0.194236654,8653185,63477
     0.204414321,23095583,24718
     0.214583002,19206501,19539
     0.224759630,18167414,30564
     0.235066128,6778479,71121
     0.245348902,8937156,61797
     0.255723638,15295380,44602
     0.266321408,20855701,81288
     0.276623164,25523756,81674
     0.286934785,25742023,73675
     0.297221104,28259879,55190
     0.307520842,29024626,64071
     0.317856073,29164495,63083
     0.328137490,26189444,79875
     0.338429769,28257769,114484
     0.348735190,30596177,113540
     0.359045755,28380856,107859
     0.371532647,28975174,94150
     0.382448457,30236760,64282
     0.392726804,28789528,83518
     0.403005605,35016498,96767
     0.413586891,30382962,83731
     0.423944456,42081939,95666
     0.434242752,35646159,150834
     0.444521005,35362187,111347
     0.454804983,37473899,80409
     0.465094203,36795557,93618
     0.475374309,38497777,75526
     0.485660841,43651389,86834
     0.495947555,34763594,87127
     0.506232169,39166310,105696
     0.516517885,33997468,93495
     0.527067514,38437988,88301
     0.537468318,39787860,98271
     0.547754677,30724485,181451
     0.558047814,35507859,99535
     0.568325525,34552006,79155
     0.578778451,43112142,78751
     0.589085379,35376102,88228
     0.599385728,40540421,110505
     0.609670118,35552044,63937
     0.619955021,43800847,40468
     0.630271391,48546179,27495
     0.640635183,46237402,71934
     0.650924647,40719776,90781
     0.661218747,43088097,77949
     0.671768530,45857446,50654
     0.682040598,47173706,44729
     0.692320215,40866620,87801
     0.702597760,40115733,91440
     0.712861097,38168338,161072
     0.723161279,35852494,59353
     0.733669957,40945537,58641
     0.743942974,35985635,80510
     0.754225720,39184007,71568
     0.764474840,46549108,66903
     0.774749030,29162979,141166
     0.785038357,43604391,122331
     0.795340063,39538110,77964
     0.805655826,38194135,81178
     0.815943420,30318224,76965
     0.826241451,30065782,87989
     0.837127712,30561346,74515
     0.847709348,31561405,148353
     0.857981370,37658023,49907
     0.869769523,38410652,46933
     0.882094528,37928585,76646
     0.892378491,25955217,94446
     0.904228820,40774083,56534
     0.916117444,40819134,16741
     0.926991505,33814850,28658
     0.937249592,22187390,74742
     0.947609867,28384197,81270
     0.958003617,28929064,71221
     0.968483870,26582479,70921
     0.978774749,21496154,125305
     0.989109476,36788109,32239
     0.999474416,26555448,73144
     1.009970061,33637235,49496
     1.024026942,54760641,50323
     1.040218680,49281441,100577
     1.050570847,31077060,56535
     1.072813952,58189454,79392
     1.087124097,27601041,91950
     1.103362525,37189549,55531
     1.115528467,39670747,54729
     1.130486271,35362101,38867
     1.142633778,35847961,56528
     1.152913912,30869247,38228
     1.163184665,29057652,30695
     1.173664421,34746272,30606
     1.184097106,33105785,60658
     1.194375380,40181689,71133
     1.204733168,38598179,91877
     1.214998553,37896729,75494
     1.225280053,35859284,101352
     1.235683185,35756471,87069
     1.245970818,36017338,62747
     1.256296521,39282101,65578
     1.266570956,30398735,200630
     1.276854184,41200612,47995
     1.287146268,40796759,46538
     1.297689086,36254992,92243
     1.307970677,45542862,18193
     1.318214208,49182912,8556
     1.328469085,44058527,25672
     1.338738672,37393902,78463
     1.349021172,36693135,75147
     1.359356717,43486310,65279
     1.374039912,48156021,131812
     1.384318153,42005983,55034
     1.394600717,45876990,56881
     1.404900039,35883590,87451
     1.415182438,46003977,28719
     1.425674977,38193953,88183
     1.435957775,47252254,38990
     1.446215522,40973550,54914
     1.456493003,38249570,58144
     1.466835364,44306478,48724
     1.477167667,36004246,100010
     1.487484413,43235331,54310
     1.497920466,38512664,82715
     1.508195102,39352842,53029
     1.518469575,41327255,76549
     1.528736365,37810232,91605
     1.539015874,33426876,115216
     1.549610855,33318225,76927
     1.560206189,18713487,35431
     1.570517464,20856023,24806
     1.580689668,24953122,10504
     1.590848276,15734696,78366
     1.601027934,20839656,17173
     1.611198071,18052429,23849
     1.621583752,21953287,32776
     1.632233558,21056532,32046
     1.642378522,22478528,5035
     1.652527646,24924502,3144
     1.662676561,18048885,34232
     1.672846064,20553840,47016
     1.683007926,19712932,34461
     1.693191733,23539043,51795
     1.703358506,20122170,51769
     1.713573022,22001603,48945
     1.723754290,25588856,40329
     1.733920338,26822278,57706
     1.744113125,39557713,51721
     1.754301256,35961452,70797
     1.764921040,40090494,38795
     1.775103586,41024256,56579
     1.785280175,47018439,39441
     1.795712863,40222706,53671
     1.805886444,42604423,35159
     1.816069756,31777780,78194
     1.826262030,30484480,42854
     1.836407537,18272935,28189
     1.846591772,22298360,15760
     1.856760621,22570375,7802
     1.866921124,22014099,7174
     1.877090727,20276658,25017
     1.887265803,21581185,25503
     1.897586089,20102623,11931
     1.907737267,19385842,14652
     1.917915064,12206372,32342
     1.928084220,5490547,8378
     1.938239613,<not counted>,<not counted>
     1.948507163,<not counted>,<not counted>
     1.958760871,<not counted>,<not counted>
     1.968951570,8896920,18561
     1.979196469,8936803,18138
     1.989464583,198853,2392
     1.999695447,<not counted>,<not counted>
     2.009895240,<not counted>,<not counted>
     2.020166854,<not counted>,<not counted>
     2.030351460,<not counted>,<not counted>
     2.040615266,60730,966
     2.050831716,<not counted>,<not counted>
     2.061086633,<not counted>,<not counted>
     2.071308614,119271,2186
     2.081504014,<not counted>,<not counted>
     2.091752996,<not counted>,<not counted>
     2.102014023,<not counted>,<not counted>
     2.112277211,<not counted>,<not counted>
     2.122494691,<not counted>,<not counted>
     2.132685161,<not counted>,<not counted>
     2.142930118,3578568,12179
     2.153156349,<not counted>,<not counted>
     2.163422321,<not counted>,<not counted>
     2.173759762,24760,629
     2.184223288,<not counted>,<not counted>
     2.194383276,<not counted>,<not counted>
     2.204561265,<not counted>,<not counted>
     2.214744124,61827,<not counted>
     2.224958290,<not counted>,<not counted>
     2.235159554,<not counted>,<not counted>
     2.245548997,1043330,6904
     2.255705290,7765275,12959
     2.265877616,92704,3813
     2.276083137,17742,521
     2.286235164,8401719,18630
     2.296592429,<not counted>,<not counted>
     2.306840933,<not counted>,<not counted>
     2.317101121,<not counted>,<not counted>
     2.327360180,<not counted>,<not counted>
     2.337612863,<not counted>,<not counted>
     2.347839634,7282146,10467
     2.358057849,1660970,6414
     2.368239686,<not counted>,<not counted>
     2.378471794,<not counted>,<not counted>
     2.388724157,<not counted>,<not counted>
     2.398984865,<not counted>,<not counted>
     2.409233017,3736587,12665
     2.419889328,3653989,12876
     2.430108336,<not counted>,<not counted>
     2.440315401,<not counted>,<not counted>
     2.450551578,<not counted>,<not counted>
     2.460801330,<not counted>,<not counted>
     2.471064863,<not counted>,<not counted>
     2.481255461,17277,504
     2.491553626,<not counted>,<not counted>
     2.501781952,<not counted>,<not counted>
     2.512228097,3258819,12424
     2.522649488,334289,200
     2.532907079,<not counted>,<not counted>
     2.543129209,<not counted>,<not counted>
     2.553553763,8288718,18211
     2.563761589,8537398,20643
     2.573950070,<not counted>,<not counted>
     2.584187986,20594,559
     2.594455738,<not counted>,<not counted>
     2.604712585,<not counted>,<not counted>
     2.614975068,60232,1915
     2.625244285,<not counted>,<not counted>
     2.635560550,<not counted>,<not counted>
     2.645808612,<not counted>,<not counted>
     2.656043848,895018,4260
     2.666341757,7581302,15910
     2.676545263,<not counted>,<not counted>
     2.686795199,<not counted>,<not counted>
     2.697019331,86717,1787
     2.707249541,1542145,7900
     2.717493678,6183539,11264
     2.727759965,<not counted>,<not counted>
     2.737955051,<not counted>,<not counted>
     2.748210973,<not counted>,<not counted>
     2.758471295,<not counted>,<not counted>
     2.768678660,<not counted>,<not counted>
     2.778908067,<not counted>,<not counted>
     2.789162439,<not counted>,<not counted>
     2.799430327,<not counted>,<not counted>
     2.809646247,85675,1830
     2.819925405,<not counted>,<not counted>
     2.830113799,<not counted>,<not counted>
     2.840323665,<not counted>,<not counted>
     2.850572362,60503,950
     2.860862606,<not counted>,<not counted>
     2.871070154,4920135,11610
     2.881278591,16589407,11470
     2.891550619,24986081,3820
     2.901698008,24096282,14973
     2.911853620,27339041,6535
     2.922006702,27856191,<not counted>
     2.932160320,29719719,1908
     2.942318512,20332508,12922
     2.952489169,26634036,7761
     2.962626502,28996578,661
     2.972780739,23511308,2870
     2.982930887,35856580,30783
     2.993094118,27746419,20188
     3.003252300,22101370,3938
     3.013391314,20997365,6113
     3.023550426,21537987,3045
     3.033696894,21750301,2659
     3.043860028,17074790,15720
     3.054039969,21945843,11391
     3.064197273,20802755,31893
     3.074361871,6430019,66687
     3.084581311,31495346,48235
     3.094753050,24620390,8259
     3.104926044,24091167,62090
     3.115101512,23725893,12732
     3.125263588,22613109,9115
     3.135497222,23540361,9233
     3.145663567,27974912,27305
     3.155859957,45235998,39797
     3.166048472,48788990,23852
     3.176313423,61648585,14064
     3.186484564,57743747,4768
     3.196646034,58308154,8752
     3.206817631,53793128,21247
     3.216992847,50946711,26746
     3.227162246,55644415,17914
     3.237516050,58214462,16920
     3.247683127,50322924,39907
     3.257863496,51872032,33460
     3.268144220,50492022,45874
     3.278395161,54549078,17913
     3.288677624,45895242,49418
     3.298973130,55615735,29488
     3.309269633,51494752,19780
     3.319553272,49990551,45495
     3.330855791,51786207,88129
     3.341139552,43647502,85132
     3.351444291,50096635,52525
     3.361705080,54705927,30810
     3.371973289,51667926,50382
     3.382243644,52198055,47001
     3.392509832,55441935,29457
     3.402783156,53899740,31571
     3.413076576,63016653,20034
     3.423338574,51819483,35181
     3.433610047,51372385,45710
     3.443977364,57779581,25599
     3.455095360,59938839,31763
     3.465544489,55793886,30658
     3.475820223,55150235,35076
     3.486069282,51083056,45764
     3.496342843,53464830,53844
     3.506627861,45278161,57989
     3.516922606,56401435,32631
     3.527150733,55537422,34783
     3.537568689,57252775,36070
     3.547973909,49257629,69109
     3.558347656,59972541,31984
     3.568626682,51788271,82809
     3.578940919,54897496,106614
     3.589249171,46548001,81318
     3.599563140,50392642,58444
     3.609841802,53799453,42646
     3.620160307,63516298,28872
     3.630425174,58783155,35963
     3.640779975,59700857,32288
     3.651060299,52314122,44921
     3.661566204,59550640,35937
     3.671854403,60124325,39691
     3.683047242,59444533,36739
     3.693574528,55579632,50005
     3.703870509,55500752,46610
     3.714158903,55273962,40593
     3.724476743,55967330,68926
     3.734859576,57366572,39942
     3.745115893,59260313,26666
     3.755381640,58107238,30353
     3.765643979,52780759,36818
     3.775892230,54615056,34316
     3.786151089,53934750,38475
     3.796457412,53652659,35986
     3.806920097,54385857,37533
     3.817188218,51783655,40426
     3.827522043,53158646,45169
     3.837798871,51688039,49103
     3.848082641,51519299,44497
     3.858358301,53819506,40780
     3.868633221,47144175,49475
     3.878918554,52415686,36642
     3.889184805,53969456,36018
     3.899482487,50549445,46799
     3.909999267,53937883,42030
     3.920292580,45409686,123685
     3.930624850,53518692,75719
     3.942108787,58759183,66468
     3.952405251,47535835,58544
     3.962696354,48314920,65109
     3.972982038,55333889,34150
     3.983239579,57614151,35511
     3.993629535,58342661,36049
     4.003870420,56910737,38815
     4.014269992,58090297,43421
     4.024556195,55575952,41157
     4.034875420,56401830,46556
     4.045154522,56410571,49570
     4.055439913,56430097,46462
     4.065718488,56788779,47121
     4.075975822,56505827,48881
     4.086235867,56120193,50850
     4.096499481,56728831,50930
     4.106855656,54834395,47276
     4.117454428,50394992,142367
     4.127720805,54574859,35899
     4.138080196,53540156,45550
     4.148375590,53576656,67088
     4.158624942,55120135,37630
     4.168896348,55429754,39914
     4.179138191,55764951,39779
     4.189562464,53692708,43693
     4.199836327,55962345,44228
     4.210072444,55841001,46216
     4.220454908,55238146,50199
     4.230706089,51193367,56878
     4.241030157,53855811,49860
     4.251331489,48755644,55825
     4.261623248,53314928,52397
     4.271975640,55450419,46756
     4.282384596,53385042,43763
     4.292646791,52259656,48176
     4.302923482,55231233,41677
     4.313165183,56277093,41795
     4.323412834,55172634,43130
     4.333665765,52686129,43912
     4.343975202,54288521,53001
     4.354259790,55300289,42111
     4.364498960,55429787,43588
     4.374732997,52584695,43127
     4.384996741,55573497,45637
     4.395852170,58567240,50457
     4.406198278,55008560,47641
     4.416444053,54924572,46709
     4.426703606,47593531,45425
     4.436988175,52111050,49665
     4.447423933,56056155,45229
     4.457636230,55302595,44697
     4.467870159,55396772,45146
     4.478098767,55787804,45882
     4.488338134,55494437,47968
     4.498595289,55681567,47430
     4.508835505,54961852,49519
     4.519066253,55244481,51191
     4.529507912,55032593,52958
     4.539746114,52252743,48190
     4.550027481,50485731,139109
     4.560294277,51228295,90417
     4.570557445,55396032,49237
     4.580803359,55583700,43919
     4.591045943,55195008,44936
     4.601565301,50812017,45081
     4.611808213,50616258,44158
     4.622116880,49049044,43911
     4.632398925,48725738,44557
     4.642655366,47088955,44223
     4.652947240,50623288,45692
     4.663199624,49207124,45892
     4.673442253,49345543,47350
     4.683693794,49164153,47430
     4.693937972,48992076,48353
     4.704197226,48457315,47373
     4.714456192,39814810,44625
     4.724725769,47720505,48481
     4.735017011,48366812,45526
     4.745406753,45937647,43637
     4.755721958,39034943,35839
     4.766479622,34778213,37844
     4.779288029,36862546,122512
     4.793382235,46927379,135974
     4.803679011,40871005,38446
     4.814247067,40679369,41717
     4.824521354,45841921,44708
     4.834784528,38911788,40395
     4.845204025,43128739,44024
     4.855455657,40800636,43017
     4.865786965,44010756,43560
     4.876052536,50365184,50788
     4.886452783,54228067,51782
