Timestamp,branches,branch-misses
     1.000142525,694412457,23834905
     2.000584139,509225098,15213679
     3.000844535,10325155,328922
     4.001022571,369760878,4505216
     5.001403585,1110807073,8767507
     6.001705941,1018601873,6333170
     7.002071678,1018029801,6065846
     8.002426804,1076678619,5264908
     9.002781430,864860889,6928621
    10.003700137,713072771,9833673
    11.011672558,882425811,11930647
    12.012016562,618621185,8135947
    13.012395014,720427686,8549436
    14.012751709,860860272,11484922
    15.013502911,854297314,10971740
    16.013885237,1145466777,14016604
    17.014266646,1150559645,14097616
    18.014666557,1151488958,14237955
    19.015057617,1077589389,13328954
    20.015844480,1087171659,13984145
    21.016216252,1055280435,13219846
    22.016583227,1095635918,13779840
    23.016954472,1136657654,13547023
    24.017356718,1132456405,14465051
    25.018160548,1009905489,12763464
    26.018545000,1038462607,13595847
    27.018960888,1130476313,14767113
    28.019353680,1056128888,13280844
    29.019770048,1127667433,14361986
    30.020377815,1057680660,13460208
    31.020774407,1093719528,13513637
    32.021132765,1086299377,14131986
    33.021486559,1051338059,13349454
    34.021851094,1094427411,13695154
    35.022578156,1141354924,14503396
    36.022967893,918115035,12502909
    37.023360625,1092013299,13736638
    38.023773393,811246089,10314609
    39.024151428,897602256,11877023
    40.027581465,874091395,11207836
    41.027953386,735569454,9269365
    42.028336428,705761421,8830308
    43.028713585,689611802,9044604
    44.033563031,663619406,8753344
    45.039682266,757405810,9365889
    46.043166477,658474903,8834660
    47.044089507,774963588,9402779
    48.045930097,840746041,10527022
    49.046878714,872590588,11704782
    50.050441974,973749355,11776014
    51.050800868,736450770,9892930
    52.054754333,696215980,8945313
    53.055604110,901974245,11264084
    54.055993567,925173883,11438791
    55.056713826,1133983533,14313370
    56.057090740,846760896,10181456
    57.057470338,907253339,10970094
    58.058195953,991826994,12486186
    59.058590761,936643144,12230555
    60.058965847,706879722,8806878
    61.059358282,866908592,10664689
    62.059747923,783446596,9815037
    63.060546220,801659336,10042258
    64.060906349,936215282,11718876
    65.061273722,908430616,11424444
    66.064945871,911139683,12242186
    67.068919706,867534892,10743309
    68.069764228,882465498,11591621
    69.070177772,859862490,10884482
    70.070563721,1029070621,12780523
    71.070967304,967504358,11800552
    72.071718481,992646874,12659689
    73.075135589,1045341326,12740191
    74.075661257,928476206,11524121
    75.076044898,1051003629,12523195
    76.076407043,774488732,10300255
    77.076791366,788886649,9451938
    78.077599581,801118388,10425818
    79.077985634,730847157,9346962
    80.078538673,848647640,10120757
    81.078858525,1130224566,14852808
    82.079253350,1146004180,14041500
    83.079686872,1138086884,14454589
    84.080064182,974558448,12206022
    85.080443853,858347886,11529003
    86.080807287,997420431,12556675
    87.081242766,872518578,10873937
    88.099703370,799349034,10207991
    89.103167496,774673566,9349802
    90.103397808,886172449,11500699
    91.103861632,908890519,12023583
    92.104242026,839885229,10128386
    93.105126146,771896930,9677323
    94.106266108,839045039,10615422
    95.122035622,804045807,9982331
    96.122431354,706543626,8580065
    97.122858233,802746211,10144482
    98.127702826,751390151,9622036
    99.128102482,831108740,11555519
   100.128458361,1006089467,13143657
   101.128844409,778817839,9917659
   102.129223487,850236330,10664739
   103.129830445,818839157,11674914
   104.130203195,963729751,11654303
   105.130579907,1144221250,14259494
   106.130960020,1128406945,13819677
   107.131638379,1020428369,13199856
   108.132281266,1151522717,13821730
   109.132673976,1126883513,14385923
   110.133060163,1142231982,13800317
   111.133440803,1144454188,14146476
   112.133822023,1127933938,13890417
   113.134633864,1123681238,14179038
   114.135035016,1150283971,14702685
   115.135657029,1156606360,14122869
   116.136028464,1145856116,14493053
   117.136431509,1143503893,14247639
   118.137083172,1136405933,14570701
   119.137482316,1143611300,13976148
   120.137863866,1157412883,14445756
   121.138274535,1156351186,13920003
   122.138635394,1151249825,14389758
   123.139297731,1138284318,14678147
   124.139650603,1158098447,14229251
   125.140046525,1140309793,14756792
   126.140444801,1122222308,13847185
   127.140821087,1152565052,14461934
   128.141407308,985622556,11544455
   129.141997264,1005909676,12711972
   130.142321752,1148823067,14605497
   131.142734850,1160698262,14263060
   132.143119697,1115315762,13759453
   133.143327166,1123904099,14017226
   134.145111476,1142943240,14173731
   135.145503546,1160353801,14596391
   136.145851384,996889381,11968878
   137.146215909,1134759695,13782224
   138.146586895,1149340851,14191481
   139.146983911,1138891739,14684061
   140.147675343,1137095503,14702546
   141.148047527,1130727704,14472593
   142.148420680,1124882537,13754442
   143.148795108,1154044799,13808605
   144.149186821,1137034533,14203355
   145.149522443,1073502565,12956490
   146.149885376,1115676645,14318055
