# started on Sun Mar 11 04:29:24 2018

     0.100110489,336686016,,instructions,99821323,100.00,,,,
     0.100110489,5223906,,L1-dcache-load-misses,99826235,100.00,,,,
     0.200273269,360336416,,instructions,100295606,100.00,,,,
     0.200273269,4908162,,L1-dcache-load-misses,100298004,100.00,,,,
     0.300381043,393754288,,instructions,100220250,100.00,,,,
     0.300381043,5266688,,L1-dcache-load-misses,100221846,100.00,,,,
     0.400535892,230176318,,instructions,89638433,100.00,,,,
     0.400535892,2338930,,L1-dcache-load-misses,89638433,100.00,,,,
     0.500724738,<not counted>,,instructions,71710746,100.00,,,,
     0.500724738,<not counted>,,L1-dcache-load-misses,71710746,100.00,,,,
     0.600950996,116221,,instructions,59801283,100.00,,,,
     0.600950996,3585,,L1-dcache-load-misses,59801283,100.00,,,,
     0.701200626,<not counted>,,instructions,51258242,100.00,,,,
     0.701200626,<not counted>,,L1-dcache-load-misses,51258242,100.00,,,,
     0.801434640,<not counted>,,instructions,44850962,100.00,,,,
     0.801434640,<not counted>,,L1-dcache-load-misses,44850962,100.00,,,,
     0.901587343,<not counted>,,instructions,39867522,100.00,,,,
     0.901587343,<not counted>,,L1-dcache-load-misses,39867522,100.00,,,,
     1.001783475,<not counted>,,instructions,35880770,100.00,,,,
     1.001783475,<not counted>,,L1-dcache-load-misses,35880770,100.00,,,,
     1.101965531,8460391,,instructions,33169116,100.00,,,,
     1.101965531,88154,,L1-dcache-load-misses,33169116,100.00,,,,
     1.202144393,<not counted>,,instructions,30405023,100.00,,,,
     1.202144393,<not counted>,,L1-dcache-load-misses,30405023,100.00,,,,
     1.302377003,109770,,instructions,28095094,100.00,,,,
     1.302377003,3647,,L1-dcache-load-misses,28095094,100.00,,,,
     1.402623778,<not counted>,,instructions,26088301,100.00,,,,
     1.402623778,<not counted>,,L1-dcache-load-misses,26088301,100.00,,,,
     1.502785999,<not counted>,,instructions,24349081,100.00,,,,
     1.502785999,<not counted>,,L1-dcache-load-misses,24349081,100.00,,,,
     1.603024164,12128861,,instructions,23554013,100.00,,,,
     1.603024164,153472,,L1-dcache-load-misses,23554013,100.00,,,,
     1.703233477,<not counted>,,instructions,22168483,100.00,,,,
     1.703233477,<not counted>,,L1-dcache-load-misses,22168483,100.00,,,,
     1.803437219,<not counted>,,instructions,20936901,100.00,,,,
     1.803437219,<not counted>,,L1-dcache-load-misses,20936901,100.00,,,,
     1.903682711,86545,,instructions,19850685,100.00,,,,
     1.903682711,2784,,L1-dcache-load-misses,19850685,100.00,,,,
     2.003901747,<not counted>,,instructions,18858150,100.00,,,,
     2.003901747,<not counted>,,L1-dcache-load-misses,18858150,100.00,,,,
     2.104147810,<not counted>,,instructions,17960143,100.00,,,,
     2.104147810,<not counted>,,L1-dcache-load-misses,17960143,100.00,,,,
     2.204348780,8396213,,instructions,17496320,100.00,,,,
     2.204348780,71006,,L1-dcache-load-misses,17496320,100.00,,,,
     2.304594997,<not counted>,,instructions,16735610,100.00,,,,
     2.304594997,<not counted>,,L1-dcache-load-misses,16735610,100.00,,,,
     2.404839897,2840763,,instructions,16128115,100.00,,,,
     2.404839897,34866,,L1-dcache-load-misses,16128115,100.00,,,,
     2.505003792,426664890,,instructions,19259364,100.00,,,,
     2.505003792,2882302,,L1-dcache-load-misses,19259599,100.00,,,,
     2.605137975,552422633,,instructions,22368771,100.00,,,,
     2.605137975,1220722,,L1-dcache-load-misses,22368985,100.00,,,,
     2.705263953,573681246,,instructions,25248558,100.00,,,,
     2.705263953,1109457,,L1-dcache-load-misses,25248743,100.00,,,,
     2.805391236,557844021,,instructions,27922680,100.00,,,,
     2.805391236,1167910,,L1-dcache-load-misses,27922853,100.00,,,,
     2.905514822,570315890,,instructions,30412222,100.00,,,,
     2.905514822,1089290,,L1-dcache-load-misses,30412404,100.00,,,,
     3.005642035,482273448,,instructions,32735222,100.00,,,,
     3.005642035,1409255,,L1-dcache-load-misses,32735427,100.00,,,,
     3.105773054,514157921,,instructions,34909188,100.00,,,,
     3.105773054,783117,,L1-dcache-load-misses,34909372,100.00,,,,
