# started on Sun Mar 11 03:49:27 2018

     0.100145775,145837342,,instructions,99521386,100.00,,,,
     0.100145775,59435,,LLC-load-misses,99528493,100.00,,,,
     0.200660862,167452433,,instructions,103475657,98.43,,,,
     0.200660862,235652,,LLC-load-misses,103063848,98.24,,,,
     0.300833089,324743711,,instructions,179518598,95.57,,,,
     0.300833089,856286,,LLC-load-misses,174346950,92.89,,,,
     0.401103270,383634863,,instructions,225662525,95.25,,,,
     0.401103270,936557,,LLC-load-misses,219782185,92.44,,,,
     0.502247325,399046970,,instructions,255629012,94.64,,,,
     0.502247325,1018920,,LLC-load-misses,246129508,91.15,,,,
     0.602787630,431290549,,instructions,274729462,94.49,,,,
     0.602787630,547737,,LLC-load-misses,260900961,89.75,,,,
     0.703082270,401211900,,instructions,286586819,93.90,,,,
     0.703082270,905321,,LLC-load-misses,272517051,89.28,,,,
     0.803372506,390978875,,instructions,295885906,93.55,,,,
     0.803372506,871797,,LLC-load-misses,281641655,89.06,,,,
     0.903798005,417580668,,instructions,300239401,93.65,,,,
     0.903798005,602395,,LLC-load-misses,286305502,89.32,,,,
     1.005670985,439353938,,instructions,306328701,93.61,,,,
     1.005670985,460592,,LLC-load-misses,291702274,89.18,,,,
     1.107279307,372986003,,instructions,311432718,93.73,,,,
     1.107279307,318592,,LLC-load-misses,296352344,89.22,,,,
     1.208782997,402178102,,instructions,316440166,93.77,,,,
     1.208782997,671805,,LLC-load-misses,300264928,88.98,,,,
     1.310174667,444951924,,instructions,320567092,93.74,,,,
     1.310174667,646118,,LLC-load-misses,304113855,88.93,,,,
     1.424795600,520931947,,instructions,327009404,93.88,,,,
     1.424795600,936124,,LLC-load-misses,310903357,89.26,,,,
     1.525138978,345348733,,instructions,320137044,93.78,,,,
     1.525138978,539988,,LLC-load-misses,303349707,88.87,,,,
     1.625392710,73917614,,instructions,302141592,93.67,,,,
     1.625392710,77776,,LLC-load-misses,285653747,88.55,,,,
     1.725663065,559760,,instructions,284435095,93.65,,,,
     1.725663065,7436,,LLC-load-misses,268917123,88.55,,,,
     1.825931967,60803,,instructions,268648038,93.65,,,,
     1.825931967,1229,,LLC-load-misses,253992176,88.55,,,,
     1.926125462,16707501,,instructions,255012949,93.53,,,,
     1.926125462,37474,,LLC-load-misses,241089897,88.43,,,,
     2.026280372,18026268,,instructions,242984960,93.54,,,,
     2.026280372,36726,,LLC-load-misses,229758061,88.46,,,,
     2.126537486,12076607,,instructions,231968337,93.56,,,,
     2.126537486,32426,,LLC-load-misses,219371290,88.48,,,,
     2.226742115,62119,,instructions,221435689,93.56,,,,
     2.226742115,1127,,LLC-load-misses,209411236,88.49,,,,
     2.326962213,3702273,,instructions,212033183,93.56,,,,
     2.326962213,13727,,LLC-load-misses,200531531,88.50,,,,
     2.427140137,6648835,,instructions,203571269,93.58,,,,
     2.427140137,25479,,LLC-load-misses,192548853,88.52,,,,
     2.527354302,26408590,,instructions,196541092,93.61,,,,
     2.527354302,57881,,LLC-load-misses,185959573,88.58,,,,
     2.627514432,8639333,,instructions,189336624,93.62,,,,
     2.627514432,24805,,LLC-load-misses,179162087,88.60,,,,
     2.727745526,172866,,instructions,182347367,93.62,,,,
     2.727745526,3430,,LLC-load-misses,172549663,88.60,,,,
     2.828010063,62313,,instructions,175844656,93.62,,,,
     2.828010063,1252,,LLC-load-misses,166396870,88.60,,,,
     2.928291711,8828171,,instructions,170046949,93.63,,,,
     2.928291711,16700,,LLC-load-misses,160924949,88.62,,,,
     3.028869569,26679741,,instructions,165128779,93.66,,,,
     3.028869569,65304,,LLC-load-misses,156311250,88.66,,,,
     3.129058549,267586845,,instructions,163442128,93.78,,,,
     3.129058549,72608,,LLC-load-misses,154908999,88.89,,,,
     3.229441265,458708557,,instructions,165199586,93.57,,,,
     3.229441265,440752,,LLC-load-misses,156184577,88.47,,,,
     3.329761646,496375566,,instructions,168331182,93.35,,,,
     3.329761646,352461,,LLC-load-misses,159104429,88.24,,,,
     3.429938985,517769082,,instructions,171731461,93.41,,,,
     3.429938985,391944,,LLC-load-misses,162499586,88.39,,,,
     3.530145505,528309638,,instructions,174682652,93.26,,,,
     3.530145505,586738,,LLC-load-misses,165176608,88.19,,,,
     3.630327711,555761916,,instructions,178486162,93.05,,,,
     3.630327711,424271,,LLC-load-misses,168746634,87.97,,,,
     3.731852346,556989536,,instructions,183408444,92.89,,,,
     3.731852346,364045,,LLC-load-misses,173548534,87.90,,,,
     3.833445038,516664493,,instructions,187778828,92.82,,,,
     3.833445038,340355,,LLC-load-misses,177652215,87.82,,,,
     3.933751407,513762168,,instructions,192400128,92.82,,,,
     3.933751407,571893,,LLC-load-misses,181987828,87.80,,,,
     4.034301525,500751390,,instructions,196184187,92.90,,,,
     4.034301525,570144,,LLC-load-misses,185442482,87.81,,,,
     4.136178107,547039303,,instructions,200562182,92.94,,,,
     4.136178107,468764,,LLC-load-misses,189736996,87.93,,,,
     4.237320890,531312495,,instructions,204587720,92.94,,,,
     4.237320890,479256,,LLC-load-misses,193445121,87.88,,,,
     4.338288125,523724378,,instructions,208084904,92.85,,,,
     4.338288125,447043,,LLC-load-misses,196880045,87.85,,,,
     4.439638721,508769795,,instructions,211541573,92.96,,,,
     4.439638721,488680,,LLC-load-misses,200270065,88.01,,,,
     4.539942574,524202556,,instructions,214990449,92.95,,,,
     4.539942574,604159,,LLC-load-misses,203614542,88.04,,,,
     4.640236235,534720039,,instructions,218146456,92.88,,,,
     4.640236235,461956,,LLC-load-misses,206575142,87.96,,,,
     4.741659593,539703908,,instructions,221113370,92.77,,,,
     4.741659593,464194,,LLC-load-misses,209447498,87.87,,,,
     4.841953631,524552290,,instructions,223959725,92.68,,,,
     4.841953631,481991,,LLC-load-misses,212257042,87.84,,,,
     4.942235274,513242704,,instructions,227034803,92.75,,,,
     4.942235274,756061,,LLC-load-misses,215032298,87.85,,,,
     5.043725778,509560845,,instructions,229382024,92.74,,,,
     5.043725778,433608,,LLC-load-misses,217375593,87.89,,,,
     5.144014224,523899459,,instructions,231900320,92.74,,,,
     5.144014224,477098,,LLC-load-misses,219810373,87.91,,,,
     5.244292330,525908936,,instructions,234428347,92.72,,,,
     5.244292330,498707,,LLC-load-misses,222110849,87.85,,,,
     5.345893789,501390692,,instructions,236947464,92.75,,,,
     5.345893789,795558,,LLC-load-misses,224327549,87.81,,,,
     5.446193934,535160385,,instructions,239575514,92.84,,,,
     5.446193934,467161,,LLC-load-misses,226883804,87.92,,,,
     5.546472267,532247524,,instructions,242079791,92.93,,,,
     5.546472267,493871,,LLC-load-misses,229252857,88.00,,,,
     5.646822480,486762940,,instructions,244051850,92.95,,,,
     5.646822480,503403,,LLC-load-misses,231025601,87.99,,,,
     5.748462176,526944588,,instructions,246347922,92.97,,,,
     5.748462176,572763,,LLC-load-misses,232921213,87.90,,,,
     5.850020397,540241118,,instructions,248699679,93.02,,,,
     5.850020397,628061,,LLC-load-misses,234952001,87.88,,,,
     5.951588508,525506537,,instructions,250772352,93.00,,,,
