# started on Sun Mar 11 04:13:23 2018

     0.100104010,125348677,,instructions,59347610,59.91,,,,
     0.100104010,179060,,LLC-load-misses,51370700,51.85,,,,
     0.200292231,158281807,,instructions,69514628,69.82,,,,
     0.200292231,220374,,LLC-load-misses,55626162,55.87,,,,
     0.300527087,185222258,,instructions,71961198,71.93,,,,
     0.300527087,138890,,LLC-load-misses,59953295,59.93,,,,
     0.400700809,186148098,,instructions,74067738,73.92,,,,
     0.400700809,197175,,LLC-load-misses,58093360,57.98,,,,
     0.500865661,190139063,,instructions,74409484,74.27,,,,
     0.500865661,87369,,LLC-load-misses,54435839,54.33,,,,
     0.601012595,175823508,,instructions,74754897,74.63,,,,
     0.601012595,191693,,LLC-load-misses,53368624,53.28,,,,
     0.701180229,202748113,,instructions,73806821,73.69,,,,
     0.701180229,162232,,LLC-load-misses,52670177,52.58,,,,
     0.801465934,110293794,,instructions,70314748,74.11,,,,
     0.801465934,76351,,LLC-load-misses,49817808,52.51,,,,
     0.901791797,<not counted>,,instructions,62501998,74.11,,,,
     0.901791797,<not counted>,,LLC-load-misses,44282496,52.51,,,,
     1.002052314,<not counted>,,instructions,56251798,74.11,,,,
     1.002052314,<not counted>,,LLC-load-misses,39854246,52.51,,,,
     1.102308430,<not counted>,,instructions,51137998,74.11,,,,
     1.102308430,<not counted>,,LLC-load-misses,36231133,52.51,,,,
     1.202507679,<not counted>,,instructions,46876498,74.11,,,,
     1.202507679,<not counted>,,LLC-load-misses,33211872,52.51,,,,
     1.302776605,<not counted>,,instructions,43270614,74.11,,,,
     1.302776605,<not counted>,,LLC-load-misses,30657112,52.51,,,,
     1.403029931,<not counted>,,instructions,40179856,74.11,,,,
     1.403029931,<not counted>,,LLC-load-misses,28467319,52.51,,,,
     1.503213605,<not counted>,,instructions,37501199,74.11,,,,
     1.503213605,<not counted>,,LLC-load-misses,26569497,52.51,,,,
     1.603460773,<not counted>,,instructions,35157374,74.11,,,,
     1.603460773,<not counted>,,LLC-load-misses,24908904,52.51,,,,
     1.703701416,<not counted>,,instructions,33089293,74.11,,,,
     1.703701416,<not counted>,,LLC-load-misses,23443674,52.51,,,,
     1.803959988,<not counted>,,instructions,31250999,74.11,,,,
     1.803959988,<not counted>,,LLC-load-misses,22141248,52.51,,,,
     1.904216859,<not counted>,,instructions,29606209,74.11,,,,
     1.904216859,<not counted>,,LLC-load-misses,20975919,52.51,,,,
     2.004450769,<not counted>,,instructions,28125899,74.11,,,,
     2.004450769,<not counted>,,LLC-load-misses,19927123,52.51,,,,
     2.104685045,<not counted>,,instructions,26786570,74.11,,,,
     2.104685045,<not counted>,,LLC-load-misses,18978212,52.51,,,,
     2.204927291,<not counted>,,instructions,25568999,74.11,,,,
     2.204927291,<not counted>,,LLC-load-misses,18115566,52.51,,,,
     2.305120849,<not counted>,,instructions,24457303,74.11,,,,
     2.305120849,<not counted>,,LLC-load-misses,17327933,52.51,,,,
     2.405330219,<not counted>,,instructions,23438249,74.11,,,,
     2.405330219,<not counted>,,LLC-load-misses,16605936,52.51,,,,
     2.505543908,<not counted>,,instructions,22500719,74.11,,,,
     2.505543908,<not counted>,,LLC-load-misses,15941698,52.51,,,,
     2.605790110,<not counted>,,instructions,21635307,74.11,,,,
